id,name,organism,known_action,position,parent_key
BE0000537,Thyroxine-binding globulin,Humans,unknown,,DB05235
BE0000510,Serotransferrin,Humans,unknown,1,DB05260
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,9,DB05294
BE0000530,Serum albumin,Humans,unknown,10,DB05294
BE0000337,Transthyretin,Humans,unknown,,DB05352
BE0000530,Serum albumin,Humans,unknown,2,DB05382
BE0009873,Thyroglobulin,Humans,unknown,3,DB05382
BE0000530,Serum albumin,Humans,no,4,DB05521
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,5,DB05521
BE0000209,Corticosteroid-binding globulin,Humans,unknown,,DB05688
BE0000530,Serum albumin,Humans,unknown,1,DB05812
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,2,DB05812
BE0000530,Serum albumin,Humans,unknown,9,DB06119
BE0000530,Serum albumin,Humans,unknown,3,DB06201
BE0000530,Serum albumin,Humans,unknown,6,DB06209
BE0000530,Serum albumin,Humans,unknown,23,DB06216
BE0004879,alpha1-acid glycoprotein,Humans,unknown,24,DB06216
BE0000530,Serum albumin,Humans,unknown,4,DB06282
BE0000530,Serum albumin,Humans,no,3,DB06290
BE0000530,Serum albumin,Humans,unknown,,DB06412
BE0000685,Sex hormone-binding globulin,Humans,unknown,,DB06412
BE0000530,Serum albumin,Humans,unknown,2,DB06480
BE0000530,Serum albumin,Humans,unknown,3,DB06655
BE0000530,Serum albumin,Humans,unknown,1,DB06705
BE0000530,Serum albumin,Humans,unknown,6,DB06710
BE0000685,Sex hormone-binding globulin,Humans,unknown,7,DB06710
BE0000530,Serum albumin,Humans,unknown,7,DB06716
BE0004020,Very low-density lipoprotein receptor,Humans,no,3,DB06755
BE0000301,Retinol-binding protein 1,Humans,no,4,DB06755
BE0000505,Retinol-binding protein 2,Humans,no,5,DB06755
BE0000255,Retinol-binding protein 3,Humans,no,6,DB06755
BE0000314,Retinol-binding protein 4,Humans,no,7,DB06755
BE0000682,Retinol-binding protein 5,Humans,no,8,DB06755
BE0000910,Alpha-2-macroglobulin,Humans,unknown,1,DB06796
BE0000530,Serum albumin,Humans,unknown,2,DB06796
BE0000337,Transthyretin,Humans,unknown,1,DB06885
BE0000337,Transthyretin,Humans,unknown,1,DB06907
BE0000337,Transthyretin,Humans,unknown,1,DB06935
BE0000314,Retinol-binding protein 4,Humans,unknown,1,DB06985
BE0000337,Transthyretin,Humans,unknown,1,DB07047
BE0000337,Transthyretin,Humans,unknown,1,DB07176
BE0000337,Transthyretin,Humans,unknown,1,DB07201
BE0000337,Transthyretin,Humans,unknown,1,DB07240
BE0000337,Transthyretin,Humans,unknown,1,DB07282
BE0001194,"Fatty acid-binding protein, adipocyte",Humans,unknown,1,DB07283
BE0000530,Serum albumin,Humans,unknown,1,DB07402
BE0000530,Serum albumin,Humans,unknown,1,DB07517
BE0000530,Serum albumin,Humans,unknown,2,DB07565
BE0000337,Transthyretin,Humans,unknown,1,DB07693
BE0000337,Transthyretin,Humans,unknown,1,DB07694
BE0000337,Transthyretin,Humans,unknown,1,DB07695
BE0000337,Transthyretin,Humans,unknown,1,DB07753
BE0000337,Transthyretin,Humans,unknown,1,DB07775
BE0001194,"Fatty acid-binding protein, adipocyte",Humans,unknown,1,DB07945
BE0000337,Transthyretin,Humans,unknown,1,DB07962
BE0000337,Transthyretin,Humans,unknown,1,DB07963
BE0000530,Serum albumin,Humans,unknown,1,DB07992
BE0000337,Transthyretin,Humans,unknown,1,DB08100
BE0000337,Transthyretin,Humans,unknown,1,DB08101
BE0000337,Transthyretin,Humans,unknown,1,DB08102
BE0000337,Transthyretin,Humans,unknown,1,DB08103
BE0000337,Transthyretin,Humans,unknown,1,DB08104
BE0000782,Cellular retinoic acid-binding protein 2,Humans,unknown,1,DB08127
BE0000337,Transthyretin,Humans,unknown,1,DB08205
BE0000337,Transthyretin,Humans,unknown,1,DB08206
BE0000337,Transthyretin,Humans,unknown,1,DB08207
BE0000530,Serum albumin,Humans,unknown,5,DB08231
BE0003591,"Fatty acid-binding protein, intestinal",Humans,unknown,15,DB08231
BE0004245,Apolipoprotein M,Humans,unknown,45,DB08231
BE0000782,Cellular retinoic acid-binding protein 2,Humans,unknown,1,DB08455
BE0000782,Cellular retinoic acid-binding protein 2,Humans,unknown,1,DB08467
BE0000530,Serum albumin,Humans,unknown,1,DB08496
BE0001194,"Fatty acid-binding protein, adipocyte",Humans,unknown,1,DB08607
BE0000530,Serum albumin,Humans,unknown,1,DB08735
BE0000530,Serum albumin,Humans,unknown,1,DB08736
BE0000530,Serum albumin,Humans,no,5,DB08814
BE0000530,Serum albumin,Humans,unknown,5,DB08816
BE0000530,Serum albumin,Humans,no,3,DB08820
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,4,DB08820
BE0000530,Serum albumin,Humans,unknown,8,DB08828
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,9,DB08828
BE0000530,Serum albumin,Humans,unknown,13,DB08860
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,14,DB08860
BE0000530,Serum albumin,Humans,no,10,DB08864
BE0000530,Serum albumin,Humans,no,6,DB08867
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,7,DB08867
BE0000530,Serum albumin,Humans,unknown,1,DB08881
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,2,DB08881
BE0000537,Thyroxine-binding globulin,Humans,no,1,DB08886
BE0000530,Serum albumin,Humans,no,5,DB08893
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,6,DB08893
BE0000530,Serum albumin,Humans,unknown,2,DB08895
BE0000530,Serum albumin,Humans,unknown,1,DB08899
BE0000537,Thyroxine-binding globulin,Humans,no,10,DB08899
BE0000209,Corticosteroid-binding globulin,Humans,unknown,8,DB08906
BE0001032,P-glycoprotein 1,Humans,unknown,9,DB08906
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,unknown,10,DB08906
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,7,DB08907
BE0000530,Serum albumin,Humans,unknown,1,DB08931
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,2,DB08931
BE0000530,Serum albumin,Humans,no,5,DB08932
BE0000537,Thyroxine-binding globulin,Humans,no,1,DB08984
BE0000530,Serum albumin,Humans,no,3,DB09053
BE0004879,alpha1-acid glycoprotein,Humans,no,4,DB09053
BE0000530,Serum albumin,Humans,no,7,DB09073
BE0000530,Serum albumin,Humans,unknown,20,DB09079
BE0000530,Serum albumin,Humans,unknown,1,DB09087
BE0000530,Serum albumin,Humans,no,2,DB09093
BE0000530,Serum albumin,Humans,unknown,1,DB09100
BE0000337,Transthyretin,Humans,unknown,2,DB09100
BE0000537,Thyroxine-binding globulin,Humans,unknown,3,DB09100
BE0000530,Serum albumin,Humans,no,1,DB09124
BE0000685,Sex hormone-binding globulin,Humans,no,3,DB09124
BE0000209,Corticosteroid-binding globulin,Humans,no,4,DB09124
BE0000530,Serum albumin,Humans,no,6,DB09130
BE0000910,Alpha-2-macroglobulin,Humans,no,7,DB09130
BE0001140,Ceruloplasmin,Humans,no,8,DB09130
BE0002833,Copper transport protein ATOX1,Humans,no,9,DB09130
BE0005815,Copper chaperone for superoxide dismutase,Humans,no,12,DB09130
BE0008686,Cytochrome c oxidase copper chaperone,Humans,no,13,DB09130
BE0008687,Hephaestin,Humans,no,21,DB09130
BE0000041,Coagulation factor V,Humans,no,24,DB09130
BE0000016,Coagulation factor VIII,Humans,no,25,DB09130
BE0008688,Metallothionein,Humans,no,26,DB09130
BE0000530,Serum albumin,Humans,no,1,DB09139
BE0000629,Hemoglobin subunit beta,Humans,unknown,3,DB09140
BE0000130,Hemoglobin subunit alpha,Humans,unknown,4,DB09140
BE0001032,P-glycoprotein 1,Humans,no,1,DB09160
BE0000530,Serum albumin,Humans,no,9,DB09195
BE0000530,Serum albumin,Humans,no,4,DB09204
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,5,DB09204
BE0000530,Serum albumin,Humans,no,18,DB09213
BE0000530,Serum albumin,Humans,no,5,DB09223
BE0000530,Serum albumin,Humans,no,6,DB09229
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,7,DB09229
BE0000530,Serum albumin,Humans,unknown,2,DB09236
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,3,DB09236
BE0000530,Serum albumin,Humans,unknown,8,DB09237
BE0000530,Serum albumin,Humans,unknown,12,DB09241
BE0000537,Thyroxine-binding globulin,Humans,no,7,DB09256
BE0000530,Serum albumin,Humans,no,6,DB09262
BE0004879,alpha1-acid glycoprotein,Humans,no,7,DB09262
BE0000499,Low-density lipoprotein receptor,Humans,no,3,DB09270
BE0004020,Very low-density lipoprotein receptor,Humans,no,4,DB09270
BE0000530,Serum albumin,Humans,unknown,9,DB09274
BE0000530,Serum albumin,Humans,no,4,DB09280
BE0000530,Serum albumin,Humans,no,13,DB09299
BE0000537,Thyroxine-binding globulin,Humans,no,3,DB09317
BE0000537,Thyroxine-binding globulin,Humans,unknown,3,DB09318
BE0001043,von Willebrand factor,Humans,unknown,2,DB09329
BE0000530,Serum albumin,Humans,no,2,DB09333
BE0003647,Solute carrier family 22 member 2,Humans,no,2,DB09343
BE0003657,Multidrug and toxin extrusion protein 1,Humans,no,3,DB09343
BE0000530,Serum albumin,Humans,no,1,DB09347
BE0000530,Serum albumin,Humans,no,2,DB09348
BE0000537,Thyroxine-binding globulin,Humans,no,2,DB09381
BE0000530,Serum albumin,Humans,unknown,1,DB09383
BE0000530,Serum albumin,Humans,unknown,2,DB09418
BE0000229,Sodium/potassium-transporting ATPase subunit gamma,Humans,yes,1,DB09479
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Humans,yes,2,DB09479
BE0004994,Sodium/potassium-transporting ATPase subunit beta-1,Humans,yes,3,DB09479
BE0005018,Sodium/potassium-transporting ATPase subunit beta-2,Humans,yes,4,DB09479
BE0005026,Sodium/potassium-transporting ATPase subunit beta-3,Humans,yes,5,DB09479
BE0005031,Sodium/potassium-transporting ATPase subunit alpha-4,Humans,yes,6,DB09479
BE0005034,Sodium/potassium-transporting ATPase subunit alpha-2,Humans,yes,7,DB09479
BE0005047,Sodium/potassium-transporting ATPase subunit alpha-3,Humans,yes,8,DB09479
BE0000530,Serum albumin,Humans,unknown,2,DB09526
BE0003648,Solute carrier family 22 member 1,Humans,unknown,3,DB09555
BE0003647,Solute carrier family 22 member 2,Humans,unknown,4,DB09555
BE0000530,Serum albumin,Humans,unknown,3,DB09564
BE0000935,Phosphatidylcholine transfer protein,Humans,no,1,DB09568
BE0001179,Phosphatidylethanolamine-binding protein 1,Humans,no,2,DB09568
BE0008690,Calbindin,Humans,no,2,DB11093
BE0004083,Protein S100-G,Humans,no,3,DB11093
BE0000530,Serum albumin,Humans,no,30,DB11093
BE0000537,Thyroxine-binding globulin,Humans,no,1,DB11100
BE0000530,Serum albumin,Humans,no,4,DB11130
BE0003777,Beta-2-microglobulin,Humans,no,5,DB11130
BE0000530,Serum albumin,Humans,unknown,1,DB11134
BE0001140,Ceruloplasmin,Humans,unknown,2,DB11134
BE0000510,Serotransferrin,Humans,unknown,1,DB11136
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,3,DB11148
BE0000530,Serum albumin,Humans,no,4,DB11148
BE0000530,Serum albumin,Humans,unknown,1,DB11182
BE0000994,Lactotransferrin,Humans,unknown,2,DB11182
BE0000510,Serotransferrin,Humans,unknown,3,DB11182
BE0000530,Serum albumin,Humans,unknown,1,DB11217
BE0009358,Alpha-fetoprotein,Rat,unknown,2,DB11221
BE0004020,Very low-density lipoprotein receptor,Humans,no,4,DB11251
BE0000499,Low-density lipoprotein receptor,Humans,no,5,DB11251
BE0008690,Calbindin,Humans,no,7,DB11348
BE0004083,Protein S100-G,Humans,no,8,DB11348
BE0000530,Serum albumin,Humans,no,35,DB11348
BE0000530,Serum albumin,Humans,unknown,1,DB11397
BE0000530,Serum albumin,Humans,no,6,DB11575
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,7,DB11575
BE0000530,Serum albumin,Humans,unknown,1,DB11590
BE0000530,Serum albumin,Humans,unknown,3,DB11637
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,4,DB11637
BE0000530,Serum albumin,Humans,no,3,DB11641
BE0004879,alpha1-acid glycoprotein,Humans,no,4,DB11641
BE0000530,Serum albumin,Humans,no,8,DB11642
BE0000925,Alpha-1-acid glycoprotein 1,Humans,no,9,DB11642
BE0000530,Serum albumin,Humans,unknown,12,DB11689
BE0004879,alpha1-acid glycoprotein,Humans,unknown,13,DB11689
BE0000530,Serum albumin,Humans,unknown,5,DB11703
BE0004879,alpha1-acid glycoprotein,Humans,unknown,6,DB11703
BE0000530,Serum albumin,Humans,no,11,DB11753
BE0000530,Serum albumin,Humans,unknown,14,DB11757
BE0004879,alpha1-acid glycoprotein,Humans,unknown,15,DB11757
BE0000530,Serum albumin,Humans,no,6,DB11827
BE0000530,Serum albumin,Humans,no,5,DB11828
BE0004879,alpha1-acid glycoprotein,Humans,no,6,DB11828
BE0000530,Serum albumin,Humans,no,3,DB11855
BE0000530,Serum albumin,Humans,no,11,DB11943
BE0000530,Serum albumin,Humans,no,2,DB11963
BE0000530,Serum albumin,Humans,no,5,DB11978
BE0000530,Serum albumin,Humans,unknown,8,DB12001
BE0004879,alpha1-acid glycoprotein,Humans,unknown,9,DB12001
BE0000530,Serum albumin,Humans,no,1,DB12141
BE0000537,Thyroxine-binding globulin,Humans,no,1,DB12425
BE0000530,Serum albumin,Humans,unknown,8,DB12455
BE0000530,Serum albumin,Humans,unknown,5,DB12466
BE0004879,alpha1-acid glycoprotein,Humans,unknown,6,DB12466
BE0000530,Serum albumin,Humans,unknown,10,DB12483
BE0000530,Serum albumin,Humans,unknown,3,DB12674
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,4,DB12674
BE0000530,Serum albumin,Humans,no,3,DB12836
BE0000530,Serum albumin,Humans,unknown,6,DB12941
BE0000530,Serum albumin,Humans,unknown,12,DB12978
BE0000925,Alpha-1-acid glycoprotein 1,Humans,unknown,13,DB12978
BE0000530,Serum albumin,Humans,unknown,1,DB13014
BE0000537,Thyroxine-binding globulin,Humans,no,1,DB13396
BE0000530,Serum albumin,Humans,no,1,DB13421
BE0000438,Aldo-keto reductase family 1 member C4,Humans,no,2,DB13751
BE0000592,Aldo-keto reductase family 1 member C3,Humans,no,3,DB13751
BE0000622,Aldo-keto reductase family 1 member C2,Humans,no,4,DB13751
BE0000530,Serum albumin,Humans,yes,9,DB13751
BE0000209,Corticosteroid-binding globulin,Humans,unknown,5,DB13867
BE0001032,P-glycoprotein 1,Humans,no,6,DB13867
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,no,7,DB13867
BE0000530,Serum albumin,Humans,unknown,1,DB13909
BE0000530,Serum albumin,Humans,no,1,DB13928
BE0000530,Serum albumin,Humans,no,5,DB13943
BE0000685,Sex hormone-binding globulin,Humans,no,6,DB13943
BE0000530,Serum albumin,Humans,no,5,DB13944
BE0000685,Sex hormone-binding globulin,Humans,no,6,DB13944
BE0000530,Serum albumin,Humans,no,5,DB13946
BE0000685,Sex hormone-binding globulin,Humans,no,6,DB13946
BE0000510,Serotransferrin,Humans,unknown,1,DB13949
BE0001155,Integrin beta-3,Humans,unknown,3,DB13949
BE0002109,Calreticulin,Humans,unknown,4,DB13949
BE0000685,Sex hormone-binding globulin,Humans,unknown,1,DB13951
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB13952
BE0000530,Serum albumin,Humans,no,7,DB13952
BE0003591,"Fatty acid-binding protein, intestinal",Humans,no,8,DB13952
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB13953
BE0000530,Serum albumin,Humans,no,7,DB13953
BE0003591,"Fatty acid-binding protein, intestinal",Humans,no,8,DB13953
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB13954
BE0000530,Serum albumin,Humans,no,7,DB13954
BE0003591,"Fatty acid-binding protein, intestinal",Humans,no,8,DB13954
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB13955
BE0000530,Serum albumin,Humans,no,7,DB13955
BE0003591,"Fatty acid-binding protein, intestinal",Humans,no,8,DB13955
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB13956
BE0000530,Serum albumin,Humans,no,7,DB13956
BE0003591,"Fatty acid-binding protein, intestinal",Humans,no,8,DB13956
BE0000643,Alpha-tocopherol transfer protein,Humans,unknown,8,DB14001
BE0000643,Alpha-tocopherol transfer protein,Humans,unknown,7,DB14002
BE0004020,Very low-density lipoprotein receptor,Humans,no,11,DB14003
BE0000499,Low-density lipoprotein receptor,Humans,no,12,DB14003
BE0000952,Alpha-1-antitrypsin,Humans,no,2,DB14007
BE0000530,Serum albumin,Humans,no,13,DB14126
BE0000530,Serum albumin,Humans,unknown,30,DB14185
BE0008690,Calbindin,Humans,no,1,DB14481
BE0004083,Protein S100-G,Humans,no,2,DB14481
BE0000530,Serum albumin,Humans,no,3,DB14481
BE0000530,Serum albumin,Humans,unknown,1,DB14513
BE0000530,Serum albumin,Humans,unknown,3,DB14517
BE0000530,Serum albumin,Humans,unknown,3,DB14518
BE0000510,Serotransferrin,Humans,unknown,1,DB14520
BE0001155,Integrin beta-3,Humans,unknown,3,DB14520
BE0002109,Calreticulin,Humans,unknown,4,DB14520
BE0000510,Serotransferrin,Humans,unknown,1,DB14526
BE0000510,Serotransferrin,Humans,unknown,1,DB14527
BE0000510,Serotransferrin,Humans,unknown,1,DB14528
BE0000510,Serotransferrin,Humans,unknown,1,DB14529
BE0000510,Serotransferrin,Humans,unknown,1,DB14530
BE0000530,Serum albumin,Humans,unknown,120,DB14533
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB14538
BE0000209,Corticosteroid-binding globulin,Humans,unknown,11,DB14538
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB14539
BE0000209,Corticosteroid-binding globulin,Humans,unknown,13,DB14539
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB14540
BE0000209,Corticosteroid-binding globulin,Humans,unknown,13,DB14540
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB14541
BE0000209,Corticosteroid-binding globulin,Humans,unknown,11,DB14541
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB14542
BE0000209,Corticosteroid-binding globulin,Humans,unknown,11,DB14542
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB14543
BE0000209,Corticosteroid-binding globulin,Humans,unknown,13,DB14543
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB14544
BE0000209,Corticosteroid-binding globulin,Humans,unknown,13,DB14544
BE0000530,Serum albumin,Humans,unknown,97,DB14548
BE0000530,Serum albumin,Humans,unknown,2,DB14582
BE0004879,alpha1-acid glycoprotein,Humans,unknown,3,DB14582
BE0000209,Corticosteroid-binding globulin,Humans,unknown,17,DB14631
BE0000530,Serum albumin,Humans,unknown,18,DB14631
BE0000530,Serum albumin,Humans,unknown,24,DB14649
BE0000209,Corticosteroid-binding globulin,Humans,unknown,5,DB14669
BE0000530,Serum albumin,Humans,unknown,6,DB14669
BE0001043,von Willebrand factor,Humans,yes,6,DB14738
BE0000530,Serum albumin,Humans,unknown,10,DB14840
BE0004879,alpha1-acid glycoprotein,Humans,unknown,11,DB14840
BE0000530,Serum albumin,Humans,no,7,DB14879
BE0000530,Serum albumin,Humans,unknown,3,DB14999
BE0000530,Serum albumin,Humans,unknown,4,DB15444
BE0000530,Serum albumin,Humans,unknown,3,DB15534
BE0000209,Corticosteroid-binding globulin,Humans,unknown,1,DB15566
BE0000530,Serum albumin,Humans,unknown,6,DB15566
BE0000685,Sex hormone-binding globulin,Humans,unknown,3,DB15690
BE0000530,Serum albumin,Humans,unknown,4,DB15690
