ref-id,title,url,parent_key
F85,"EMA Summary of Product Characteristics: RETACRIT (epoetin alfa-epox) injection, for intravenous or subcutaneous use",//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/085/original/WC500054377.pdf?1526579130,DB00016
F86,Epoetin Alfa (Epogen®) Product Monograph,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/086/original/EpoetinAlfaMonograph.doc?1526580354,DB00016
F1946,Xolair EMA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/001/946/original/Xolair_EMA_label.pdf?1540236449,DB00043
F2118,HUMIRA FDA LABEL,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/002/118/original/Humira_FDA_label.pdf?1543510889,DB00051
F229,Albuminex package insert,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/229/original/Package_Insert-albuminex-5-clean.pdf?1529615466,DB00062
F230,Albuminex 25 package insert,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/230/original/Package_Insert_albuminex-25-clean.pdf?1529616277,DB00062
F231,CSL Bhering Prescribing Information,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/231/original/AlbuRx5-Prescribing-Information.pdf?1529616518,DB00062
F202,Trastuzumab: Antineoplastic agent; a recombinant DNA- derived humanized anti-HER2 monoclonal antibody (complete heavy chain sequence),//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/202/original/1-10-113.pdf?1529534749,DB00072
F3091,NEORAL (cyclosporine) HC label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/091/original/1.pdf?1548282055,DB00091
F714,EMA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/714/original/nivestim_EMA.pdf?1532118975,DB00099
F719,TBO filgrastim,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/000/719/original/TBO_filgrastim.pdf?1532124628,DB00099
F3733,"Cyanocobalamin VitB12, MSDS",//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/733/original/Cyanocobalamin_VitB12_MSDS.pdf?1551370759,DB00115
F3736,"Cyanocobalamin injection, monograph",//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/736/original/Monograph__cyanocobalamin_injection.pdf?1551377858,DB00115
F3739,Cyanocobalamin label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/739/original/Cyanocobalamin_label__FA_Davis.pdf?1551384561,DB00115
F4027,Cholecalciferol Canadian Prescribing Information,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/027/original/LUXA-D-product-monograph.pdf?1553031970,DB00169
F4042,Decalcitrol (coated cholecalciferol tablet) US FDA Monograph,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/042/original/20171228_c5475e39-3d34-40f9-abf9-cb1af73c4c6c.pdf?1553115210,DB00169
F4048,CLH Report for Cholecalciferol,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/048/original/clh_report_colecalciferol_en.pdf?1553119499,DB00169
F4051,Alendronate sodium and cholecalciferol Canadian Product Monograph,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/051/original/Alendronate-Cholecalciferol_TAB_Monograph.pdf?1553120651,DB00169
F4603,PRAVACHOL (pravastatin) monograph,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/603/original/1.pdf?1556750204,DB00175
F3136,"NZ Data Sheet, Valsartan and sacubitril",//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/136/original/NZ_Data_sheet__Valsartan_and_sacubitril.pdf?1548434596,DB00177
F3142,Valsartan and Sacubitril FDA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/142/original/Valsartan_and_Sacubitril_FDA_label.pdf?1548436930,DB00177
F3145,Valsartan and Amlodipine FDA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/145/original/Exforge_FDA_label.pdf?1548437682,DB00177
F3148,Valsartan and Nevibolol FDA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/148/original/Nevibolol_and_Valsartan.pdf?1548438575,DB00177
F4703,Health Canada Monograph - Valsartan,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/703/original/Health_Canada_Monograph_-_Valsartan.PDF?1568224670,DB00177
F2980,Pacifen Medsafe NZ,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/002/980/original/Medsafe_NZ-_Pacifen.pdf?1547763088,DB00181
F2983,Lioresal (intrathecal) FDA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/002/983/original/Lioresal_Intrathecal_.pdf?1547768190,DB00181
F4570,Gablofen (Baclofen injection) FDA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/570/original/Gablofen_%28baclofen_injection%29_FDA_label.pdf?1556651498,DB00181
F3244,EZETROL (amphetamine) Canadian label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/244/original/1.pdf?1548883785,DB00182
F3283,QSYMIA (phentermine/topiramate) FDA label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/283/original/fda.pdf?1549057509,DB00191
F4679,Health Canada Monograph - Tramadol,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/004/679/original/Health_Canada_Monograph_-_Tramadol.PDF?1565204435,DB00193
F3094,Oseltamivir FDA Label,//s3-us-west-2.amazonaws.com/drugbank/cite_this/attachments/files/000/003/094/original/209113Orig1s000lbl.pdf?1548284241,DB00198
