ref-id,title,url,parent_key
L14513,Product monograph: Sandostatin (octreotide acetate) injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2003/19667scm044_Sandostatin_lbl.pdf,BE0000530
L5473,Australian Assessment Report,https://www.tga.gov.au/sites/default/files/auspar-ranolazine-180220.pdf,BE0000925
L7342,FDA Approved Drug Products: Geodon (ziprasidone HCl),"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020825s059,020919s047lbl.pdf",BE0000925
L7763,"EUTHYROX (levothyroxine sodium) tablets, for oral use - FDA Label","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021292s004,021292s005,021292s006lbl.pdf",BE0000537
L10544,"FDA label, topiramate",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020505s057_020844s048lbl.pdf,BE0000530
L5695,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2683610/,BE0000530
L5695,PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2683610/,BE0000685
L6292,Diltiazem Hydrochloride Injection Label - Bedford Laboratories,https://docs.boehringer-ingelheim.com/Prescribing%20Information/PIs/Ben%20Venue_Bedford%20Labs/55390-565-10%20DLT%2050MG/5539056510,BE0000530
L6292,Diltiazem Hydrochloride Injection Label - Bedford Laboratories,https://docs.boehringer-ingelheim.com/Prescribing%20Information/PIs/Ben%20Venue_Bedford%20Labs/55390-565-10%20DLT%2050MG/5539056510,BE0000925
L7664,Prozac FDA Label,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf",BE0000530
L7664,Prozac FDA Label,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf",BE0000925
L3513,"FDA Approved Drug Products: NORVIR (ritonavir) Capsules, Soft Gelatin for Oral use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020945s033lbl.pdf,BE0000530
L3513,"FDA Approved Drug Products: NORVIR (ritonavir) Capsules, Soft Gelatin for Oral use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020945s033lbl.pdf,BE0000925
L7243,FDA Approved Drug Products: Duraclon Clonidine Hydrochloride Injection Solution,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020615s003lbl.pdf,BE0000530
L3868,FDA reports,https://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/DevelopmentResources/UCM421134.pdf,BE0001004
L8657,FDA Approved Drug Products: Provera Medroxyprogesterone Acetate Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/011839s071lbl.pdf,BE0000530
L8660,FDA Approved Drug Products: Conjugated Estrogens and Medroxyprogesterone Acetate Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020527s065lbl.pdf,BE0000530
L8663,FDA Approved Drug Products: Medroxyprogesterone Acetate Subcutaneous Injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021583s023lbl.pdf,BE0000530
L8666,FDA Approved Drug Products: Medroxyprogesterone Acetate Intramuscular Injection 150mg/mL,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020246s058lbl.pdf,BE0000530
L10478,FDA Approved Drug Products: Verelan® PM extended-release capsules,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020943s035lbl.pdf,BE0000530
L10478,FDA Approved Drug Products: Verelan® PM extended-release capsules,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020943s035lbl.pdf,BE0000925
L7958,Furosemide - FDA Label,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018667s036lbl.pdf,BE0000530
L10307,FDA Approved Drug Products: Lo Loestrin Fe oral tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022501s000lbl.pdf,BE0000530
L10307,FDA Approved Drug Products: Lo Loestrin Fe oral tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022501s000lbl.pdf,BE0000685
L12885,FDA Approved Drug Products: Risperdal (risperidone) for oral use,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020272s085,020588s072,021444s058lbl.pdf",BE0000530
L12885,FDA Approved Drug Products: Risperdal (risperidone) for oral use,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020272s085,020588s072,021444s058lbl.pdf",BE0000925
L8627,FDA Approved Drugs: Oxcarbazepine,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021014s043lbl.pdf,BE0000530
L8630,DPD Approved Drugs: Oxcarbazepine,https://pdf.hres.ca/dpd_pm/00048247.PDF,BE0000530
L8633,MedSafe NZ: Oxcarbazepine,https://www.medsafe.govt.nz/profs/Datasheet/t/Trileptaltab.pdf,BE0000530
L11494,FDA Approved Products: Estring (Estradiol vaginal ring),https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020472s007lbl.pdf,BE0000685
L11494,FDA Approved Products: Estring (Estradiol vaginal ring),https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020472s007lbl.pdf,BE0000530
L13802,FDA Approved Drug Products: Lamprene (clofazimine) oral capsules,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/019500s014lbl.pdf,BE0000530
L4269,Allegra (Fexofenadine Hydrochloride) FDA Label,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020872s018,021963s002lbl.pdf",BE0000530
L10779,DPD Approved Drugs: Allegra® oral tablets,https://pdf.hres.ca/dpd_pm/00053954.PDF,BE0000530
L4269,Allegra (Fexofenadine Hydrochloride) FDA Label,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020872s018,021963s002lbl.pdf",BE0004879
L10779,DPD Approved Drugs: Allegra® oral tablets,https://pdf.hres.ca/dpd_pm/00053954.PDF,BE0004879
L11845,FDA Approved Drug Products: Ortho Tri-Cyclen Norgestimate and Ethinyl Estradiol Oral Tablets,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019653s058,019697s054lbl.pdf",BE0000530
L11848,FDA Approved Drug Products: Ortho Tri-Cyclen Lo Norgestimate and Ethinyl Estradiol Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021241s027lbl.pdf,BE0000530
L11845,FDA Approved Drug Products: Ortho Tri-Cyclen Norgestimate and Ethinyl Estradiol Oral Tablets,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019653s058,019697s054lbl.pdf",BE0000685
L11848,FDA Approved Drug Products: Ortho Tri-Cyclen Lo Norgestimate and Ethinyl Estradiol Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021241s027lbl.pdf,BE0000685
L10986,FDA Approved Drug Products: Perforomist® inhalation solution,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022007s015lbl.pdf,BE0000530
L11851,Health Canada Product Monograph: Septra (sulfamethoxazole/trimethoprim) for intravenous injection,https://pdf.hres.ca/dpd_pm/00043890.PDF,BE0000530
L7456,FDA Approved Drug Products: Irbesartan Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020757s069lbl.pdf,BE0000530
L7459,FDA Approved Drug Products: Irbesartan and Hydrochlorothiazide Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020758s073lbl.pdf,BE0000530
L7456,FDA Approved Drug Products: Irbesartan Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020757s069lbl.pdf,BE0004879
L7459,FDA Approved Drug Products: Irbesartan and Hydrochlorothiazide Oral Tablets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020758s073lbl.pdf,BE0004879
