"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Cabinet Office","Cabinet Office","Better Cabinet Office","228","A/BAND A","44300","59885","Programme officer manager","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Better Cabinet Office","228","B2/BAND B2","29819","38103","Programme manager","2.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Better Cabinet Office","228","B1/BAND B1","23557","29795","Programme support officer","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Cities Unit  (Under DPM)","300","A/BAND A","44300","59885","Communities & Stakeholder Manager","0.69","Policy"
"Cabinet Office","Cabinet Office","Cities Unit  (Under DPM)","300","A/BAND A","44300","59885","Senior Policy Advisor","6.00","Policy"
"Cabinet Office","Cabinet Office","Cities Unit  (Under DPM)","300","B2/BAND B2","29819","38103","Office manager","1.00","Policy"
"Cabinet Office","Cabinet Office","Cities Unit  (Under DPM)","300","B2/BAND B2","29819","38103","Policy Advisor","3.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","59","A/BAND A","44300","59885","Business Manager for CG","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Constitution Group","59","B1/BAND B1","23557","29795","Executive Assistant to DG and Director of Constitution Group","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","65","TIS2","30842","39405","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","65","A/BAND A","44300","59885","Head of Devolution Strategy Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","65","A/BAND A","44300","59885","Secretary to The McKay Commission","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","65","B1/BAND B1","23557","29795","Policy Support","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","108","A/BAND A","44300","59885","Head of Constitutional Policy Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","108","A/BAND A","44300","59885","Head of House of Lords Reform","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","108","A/BAND A","44300","59885","Head of Parliamentary Reform Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","108","B2/BAND B2","29819","38103","Policy adviser","3.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","108","B2/BAND B2","29819","38103","Senior policy adviser","3.80","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","108","B/Faststream","27000","35817","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","108","B1/BAND B1","23557","29795","Policy Support","1.83","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","A/BAND A","44300","59885","Head of Boundaries and Electoral System Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","A/BAND A","44300","59885","Head of Democratic Engagement Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","A/BAND A","44300","59885","Head of Electoral Adminstration Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","A/BAND A","44300","59885","Head of Political Parties and Referendum Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","A/BAND A","44300","59885","Secretary to Boundary Commission to Wales","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","A/BAND A","44300","59885","Senior policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","B2/BAND B2","29819","38103","Business Manager for Elections and Democracy Division","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Constitution Group","118","B2/BAND B2","29819","38103","Policy adviser","8.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","B2/BAND B2","29819","38103","Policy Support","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","B2/BAND B2","29819","38103","Senior policy adviser","4.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","B/Faststream","27000","35817","Policy adviser","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","118","B1/BAND B1","23557","29795","Policy Support","2.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","3D Project Director","1.00","Information Technology"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","Business Design Project Director","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","Economist","1.00","Economics"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","Head of Policy and Legislation Team","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","Head of Programme Management Office","1.00","Programme and Project Management (PPM)"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","Head of Research","1.00","Social Research"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","Head of the Design Authority","1.00","Policy"
"Cabinet Office","Cabinet Office","Constitution Group","257","A/BAND A","44300","59885","Registration Improvement Project Director","1.00","Operational Delivery"
"Cabinet Office","Cabinet Office","Constitution Group","257","B2/BAND B2","29819","38103","Policy adviser","4.00","Policy"
