Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Commercial and Operations,SUPPLIES TEAM LTD,,426-Stationery,104.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150810,P-Card,C-Commercial and Operations,SUPPLIES TEAM LTD,,426-Stationery,104.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,360.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,423.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,51.3000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,472.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150814,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150819,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,65.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150819,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,322.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150820,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,205.6100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150820,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,408-Materials General,47.1600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150824,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150824,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,251.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150824,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150824,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,112.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150825,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,73.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150825,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,222.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150825,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,208.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150825,P-Card,C-Commercial and Operations,SUPPLIES TEAM LTD,,426-Stationery,104.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150825,P-Card,C-Commercial and Operations,WWW.999SUPPLIER.COM,,420-Protective Clothing/Unif,-91.8600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150827,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,39.3200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150827,P-Card,G-C & A - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,341.3000000000
