"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162138","C2","29258","36333","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B1","56436","72185","Housing Service Delivery","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","Chf YC Off","48831","57851","Community Development Work","1.00","Social Research"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","B1","56436","72185","Programme manager","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B1","56436","72185","Police","1.00","Law"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B1","56436","72185","Business Management and Improvement","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B1","56436","72185","Estate Management","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Secretarial","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","B1","56436","72185","Senior policy adviser","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B1","56436","72185","Senior policy adviser","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1596792","Skill Zone 1","15083","16482","Museum","0.18","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B1","56436","72185","Corporate Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Estate Management","5.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","Div YC Off","39120","47731","Community Service","1.00","Social Research"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","B1","56436","72185","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","B2","47942","59535","Project Manager","5.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B2","47942","59535","Police","1.00","Law"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B1","56436","72185","Finance","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Housing Service Delivery","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","B2","47942","59535","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","C1 MSF","35648","44268","Project Support Officer","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1591926","D","23427","29092","Safety Management","0.32","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B2","47942","59535","Senior Finance manager","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B2","47942","59535","Business Management and Improvement","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C1","38095","44268","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","C1","38095","44268","Policy Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","B2","47942","59535","Senior Project Manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B2","47942","59535","Communication and Media","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591920","Div YC Off","39120","47731","Community Development Work","1.00","Social Research"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","C2","29258","36333","Direct Military Support","0.50","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C1","38095","44268","Secretariat & Private Office","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","C2","29258","36333","Project Support Officer","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","38095","44268","Police","2.00","Law"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B2","47942","59535","Corporate Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","B2","47942","59535","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C2","29258","36333","Business Management and Improvement","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","C(FS)","29258","44268","Project Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","38095","44268","Policy Adviser","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1596792","Physiothrpst Specialist","25528","34189","Physiotherapy","0.54","Medicine"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B2","47942","59535","Finance","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C2","29258","36333","Civilian HR Partner","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","OF5","81310","89408","Project Support Officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591926","D","23427","29092","Driving","0.54","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","38095","44268","Senior Finance manager","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B2","47942","59535","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Estate Planning","2.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","C2","29258","36333","Secretariat & Private Office","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","D","23427","29092","Project Support Officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591926","Skill Zone 2","16482","18010","Site Estate","0.54","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","38095","44268","Senior HR Manager","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B2","47942","59535","Information","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Quality Surveying","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Business Management and Improvement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","38095","44268","Senior Press Officer","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1162954","Skill Zone 2","16482","18010","Soft Facilities Management","0.54","Property and asset management"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","B2","47942","59535","Not in post","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105230","D","23427","29092","Private Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Project Management","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","E1","18370","22124","Project Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C1","38095","44268","Senior Tax Officer","1.00","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C1","38095","44268","Business Management and Improvement","2.50","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Heritage","0.54","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1598314","E1","18370","22124","Community Service","0.54","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Secretariat & Private Office","7.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","E2","15623","18815","Project Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Claims","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C1","38095","44268","Communication and Media","5.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Estate Surveying","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","D","23427","29092","Employee Representative","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Commercial","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C1","38095","44268","Corporate Support","3.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Band 6","32452","34189","Gen Practice Medical","0.58","Medicine"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105230","B1","56436","72185","Project Manager","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Performance Management","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Administrative Support","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Finance Officer","3.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","B1","56436","72185","Project Manager","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C1","38095","44268","Finance","6.62","Finance"
"Ministry of Defence","Ministry of Defence","Army","1591920","Skill Zone 1","15083","16482","Environmental Health","0.59","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Building","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","162157","E1","18370","22124","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1591926","Professor of Music England (Academic) - 9617","49216","49216","Training Support","1.67","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","B2","47942","59535","Project Manager","4.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C1","38095","44268","Information","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","B1","56436","72185","Performance Management","0.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF2","37916","45090","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591926","E2","15623","18815","Administrative Support","0.61","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Internal Auditor","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","B2","47942","59535","Communications Manager","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C1","38095","44268","Programme and Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","B2","47942","59535","Performance Management","0.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR7","33223","43252","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591926","Professor of Music England (Academic) - 9617","49216","49216","Specialist Instruction SpInstn","1.67","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Policy Adviser","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C1","38095","44268","Not in post","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","C1","38095","44268","Performance Management","6.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105230","B2","47942","59535","Project Manager","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR4","30861","33182","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591926","Skill Zone 1","15083","16482","Safety,Health,Environment&Fire","0.68","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","C2","29258","36333","Tax Officer","2.00","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","C1","38095","44268","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Business Management and Improvement","7.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","C2","29258","36333","Performance Management","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Customer Services","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR6","30013","36929","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591926","C2","29258","36333","Programme Management","0.76","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Business Manager","2.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","C1","38095","44268","Communications Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Commercial","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000043","E1","18370","22124","Performance Management","0.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Quality Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Transaction Processing","0.76","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR9","38600","46753","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","B1","56436","72185","Project Support Officer","9.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Finance Officer","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","C1","38095","44268","Project Support Officer","6.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Communication and Media","8.80","Communications"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Estate Management","28.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","B2","47942","59535","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","B2","47942","59535","Project Support Officer","22.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Internal Audit Support Officer","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Corporate Support","6.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","D","23427","29092","Transaction Processing","0.78","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105230","C1","38095","44268","Project Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C1","38095","44268","Housing Service Delivery","15.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","Steward","15083","22150","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","C1","38095","44268","Project Support Officer","87.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591926","Skill Zone 3","18010","22150","Training Support","0.80","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","HR Officer","4.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Finance","11.91","Finance"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Estate Surveying","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","C2","29258","36333","Project Support Officer","81.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591926","D","23427","29092","Quality Management","0.80","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","D","23427","29092","Tax Support Officer","5.00","Tax Professionals"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","C(FS)","29258","44268","Communications Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Safety,Health,Environment&Fire","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OR2","17515","28940","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","D","23427","29092","Project Support Officer","41.50","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","E1","18370","22124","Finance Support Officer","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Site Estate","0.81","Property and asset management"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","C2","29258","36333","Project Support Officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Information","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Direct Military Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1017733","OF3","53164","57200","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","E1","18370","22124","Project Support Officer","20.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591926","ACD Prof of Music (ENG) 46 Wks - 6048","55526","55526","Specialist Instruction SpInstn","0.97","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00094113","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilians","236.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","109838","D","23427","29092","Project Support Officer","3.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Other","14.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Quality Surveying","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","Area Officer Social Worker","47942","57245","Community Service","1.00","Social Research"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00139151","B1","56436","72185","Legal Adviser","4.00","Law"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF3","53164","57200","Military","2.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","E2","15623","18815","Project Support Officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Programme and Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Estate Planning","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Army","1598314","E1","18370","22124","Internal Communications","0.81","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","B1","56436","72185","NHS -Consultants/Anaethetists","6.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF5","81310","89408","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OF2","37916","45090","Procurement Support Officer","24.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Corporate Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","105230","OF4","67032","77617","Project Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Army","1598314","D","23427","29092","Secretariat & Private Office","0.81","Policy"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C1","38095","44268","NHS - Radiographer/Lang Therapist/Sterile Serv/Pharmacist/Nurse","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018042","OF4","67032","77617","Military","1.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OF3","53164","57200","Procurement Support Officer","37.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","178447","E1","18370","22124","Executive Assistant","1.00","Other"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2","29258","36333","Not in post","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Project Management","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","HR Officer","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF3","53164","57200","Military","26.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OF4","67032","77617","Procurement Support Officer","18.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591926","E1","18370","22124","Service HR Service Provider","0.81","Human Resources"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137389","B1","56436","72185","Capability Management","2.00","Planning"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2 MSF","29258","36333","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Administrative Support","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Business Manager","2.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF4","67032","77617","Military","18.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR4","30861","33182","Project Support Officer","14.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2 MSF","29258","36333","Business Management and Improvement","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","1432988","B1","56436","72185","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Skill Zone 1","15083","16482","Heritage","0.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Business Management and Improvement","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF5","81310","89408","Military","4.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR5-6","35254","36929","Procurement Support Officer","21.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1596792","E1","18370","22124","Training Support","0.94","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2 MSF","29258","36333","Information","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Estate Management","49.41","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF2","37916","45090","Military","10.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","1106793","B1","56436","72185","Finance Resources and Plans","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR7-8","33223","43252","Procurement Support Officer","49.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1162954","E1","18370","22124","Security","0.95","Operational delivery"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","C2 MSF","29258","36333","Other","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","EnvironmentalManagementAssessm","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","MSF - Admin Spt","2.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OF3","53164","57200","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","1047497","B1","56436","72185","Finance Resources and Plans","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000047","OR9","38600","46753","Project Support Officer","8.00","Military"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","D","23427","29092","Business Management and Improvement","8.70","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","D","23427","29092","Information Technology","0.95","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Decision Support","7.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","NHS - Physiotherpist/Speech& Lang Therapist","5.00","Medicine"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","OR2","17515","28940","Military","3.00","Military"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000079","B1","56436","72185","Project Support Officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","126796","B1","56436","72185","Finance Resources and Plans","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Navy Command TLB","1105340","D","23427","29092","Communication and Media","8.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591920","Area Officer Social Worker","47942","57245","Community Service","1.00","Social Research"
"Ministry of Defence","Ministry of Defence","Defence Infrastructure Organisation","00068937","C2","29258","36333","Information Technology","3.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1058162","C2","29258","36333","RO - Admin Spt","4.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1018322","C1","38095","44268","Secretariat & Private Office","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00000079","B2","47942","59535","Project Support Officer","11.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","1055232","B1","56436","72185","Finance Resources and Plans","1.00","Finance"
