Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
04/10/2013,REDACTED - PERSONAL DATA,REDACTED - PERSONAL DATA,REDACTED - PERSONAL DATA,REDACTED - PERSONAL DATA,"�1,275.00"
07/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,�760.00
08/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,�575.00
23/10/2013,F S MOULT & SON,Building Construction Materials,ECONOMY AND ENVIRONMENT,REDACTED - PERSONAL DATA,�827.32
14/10/2013,KYP APNA GHAR ELDERS CENTRE,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,RETROFIT,"�5,000.00"
14/10/2013,KYP APNA GHAR ELDERS CENTRE,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,RETROFIT,"�12,000.00"
17/10/2013,ENERGY TRUST TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,RETROFIT,"�5,412.51"
30/09/2013,CLOVER SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,"�10,583.88"
04/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,DALE MILL (HMRF),�610.00
17/10/2013,ALLIANCE DISPOSABLES LIMITED,Catering,ECONOMY AND ENVIRONMENT,NO 1 RIVERSIDE CLEANING,�794.50
02/10/2013,BRAKE BROS FOOD SERVICE LTD,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,�700.28
02/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,�590.89
10/10/2013,F NEEDHAM,Catering,ECONOMY AND ENVIRONMENT,NORDEN,�565.50
15/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,�529.98
10/10/2013,F R SHARROCK LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,MECHANICS GENERAL MOWER R,�516.10
09/10/2013,EMO OIL LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"�6,019.74"
01/10/2013,CHILDSCAPE,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,�571.00
01/10/2013,CHILDSCAPE,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,�839.00
16/10/2013,CHILDSCAPE,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,�927.00
30/09/2013,PUBLIC SECTOR SOFTWARE LIMITED,Information Communication Technology,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"�4,608.00"
08/10/2013,PIONEER TREE SERVICES LIMITED,Horticultural,ECONOMY AND ENVIRONMENT,ARBORICULTURE,"�1,150.00"
14/10/2013,DICK LEIGH,Horticultural,ECONOMY AND ENVIRONMENT,ARBORICULTURE,�599.55
23/10/2013,ROYAL MAIL GROUP PLC,Mail Services�,ECONOMY AND ENVIRONMENT,MAIL ROOM,�775.00
02/10/2013,DEFENSIVE DRIVER TRAINING,Human Resources,ECONOMY AND ENVIRONMENT,EM TRAINING BUDGETS,�505.00
09/10/2013,CIVICA UK LIMITED,Information Communication Technology,ECONOMY AND ENVIRONMENT,EM TRAINING BUDGETS,�811.90
07/10/2013,TRAKM8 LIMITED,Vehicles,ECONOMY AND ENVIRONMENT,EMS TRANSFORMATION PROJECT PHASE 1 REV,"�1,836.00"
01/10/2013,AQUABLAST SERVICES LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,�885.00
14/10/2013,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"�4,940.40"
17/10/2013,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"�5,012.00"
17/10/2013,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"�5,012.00"
11/10/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,�570.96
15/10/2013,FLEET (LINE MARKERS) LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,"�1,710.00"
30/09/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,"�2,399.34"
30/09/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,"�4,641.20"
30/09/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,�796.58
30/09/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,"�1,733.66"
30/09/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,�817.05
30/09/2013,MC & MA STEWART (HAULAGE) LIMITED,Transport,ECONOMY AND ENVIRONMENT,SPORTS PITCHES & SCHOOLS,�817.05
01/10/2013,ASH TIMBER LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,�693.30
01/10/2013,ASH TIMBER LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,�643.50
01/10/2013,ASH TIMBER LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,�503.50
08/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,�930.10
09/10/2013,NORTHERN STAGE SERVICES LTD,Leisure Services,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"�1,155.36"
11/10/2013,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"�6,570.00"
11/10/2013,EDF ENERGY 1 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,�595.96
15/10/2013,ASH TIMBER LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,�612.10
04/10/2013,J G SHELTON & CO LIMITED             (S),Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,"�1,607.35"
08/10/2013,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,�983.62
09/10/2013,ANGLIA SIGN CASTING COMPANY LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,�730.20
30/09/2013,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,�945.38
03/10/2013,BENTLEY TAYLOR TECHNICAL SERVICES,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"�1,000.00"
10/10/2013,NOMIX ENVIRO,Information Communication Technology,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,�763.75
10/10/2013,NOMIX ENVIRO,Information Communication Technology,ECONOMY AND ENVIRONMENT,STREETS MIDDLETON GENERAL,�763.75
10/10/2013,NOMIX ENVIRO,Information Communication Technology,ECONOMY AND ENVIRONMENT,STREETS PENNINES GENERAL,�763.75
10/10/2013,NOMIX ENVIRO,Information Communication Technology,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,�763.75
25/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,�840.00
11/10/2013,AQUABLAST SERVICES LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,�840.00
11/10/2013,AQUABLAST SERVICES LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,"�1,290.00"
02/10/2013,ASSET ADVANTAGE LIMITED,Vehicles,ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,"�1,300.00"
09/10/2013,ASSET ADVANTAGE LIMITED,Vehicles,ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,�635.00
10/10/2013,RIVERSIDE TRUCK RENTAL,Vehicles,ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,"�112,822.80"
03/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�2,592.00"
03/10/2013,COACH OPTIONS LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,672.00"
03/10/2013,DALE INDUSTRIAL SERVICES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�14,488.00"
03/10/2013,DALE INDUSTRIAL SERVICES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�5,798.00"
04/10/2013,CARLTON MINIBUSES,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�3,952.00"
04/10/2013,D K TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�3,625.20"
04/10/2013,ALMIN TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,900.00"
04/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,440.00"
07/10/2013,S P TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,710.00"
08/10/2013,LITTLEBOROUGH PRIVATE HIRE,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�2,269.00"
08/10/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�915.00
08/10/2013,JADE TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�3,554.55"
08/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�500.00
08/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�6,118.80"
08/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�2,196.00"
09/10/2013,CAR 2000 (HEYWOOD) LLP,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�540.00
09/10/2013,CAR 2000 (HEYWOOD) LLP,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,178.00"
09/10/2013,CAR 2000 (HEYWOOD) LLP,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�2,094.75"
10/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,786.14"
10/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,885.37"
10/10/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�917.50
10/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,776.50"
11/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�764.00
11/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�840.00
11/10/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�915.00
11/10/2013,COZY CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�996.00
11/10/2013,COZY CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,156.00"
11/10/2013,CLUB CLASS TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,606.50"
14/10/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,620.00"
14/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�502.60
14/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�500.00
14/10/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�540.00
14/10/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�950.00
14/10/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,330.00"
14/10/2013,ROYAL CARS,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,292.00"
14/10/2013,ROYTON MINIBUSES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�2,280.00"
15/10/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�915.00
15/10/2013,CHAUFFEUR TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,444.00"
17/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�502.80
17/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�500.00
17/10/2013,JADE TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�3,565.50"
17/10/2013,JADE TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�3,250.00"
17/10/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�714.00
17/10/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�914.00
21/10/2013,J & S TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�915.00
24/10/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�917.50
24/10/2013,CASTLEROYLE PRIVATE HIRE,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�4,750.90"
30/09/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�1,795.50"
30/09/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�500.00
30/09/2013,REDACTED - PERSONAL DATA,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�576.40
30/09/2013,ALCO MINI TRAVEL,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"�2,014.80"
30/09/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�926.50
30/09/2013,CONNECT CARS (MIDDLETON) LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,�941.50
10/10/2013,TSL EDUCATION LIMITED,Education,EARLY HELP AND SCHOOLS,PERSONNEL,"�1,041.25"
30/09/2013,NORNIR LIMITED,Information Communication Technology,EARLY HELP AND SCHOOLS,YOUTH SERVICE BOROUGHWIDE,�750.00
17/10/2013,ST JOHNS DOMESTIC LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,LA OCCUPATIONAL THERAPY,�625.00
23/10/2013,CONCORD MOBILITY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,LA OCCUPATIONAL THERAPY,"�1,163.85"
01/10/2013,RIGHT START DAY NURSERIES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,WENDYS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,WENDYS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,KR INVEST LTD,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,LITTLE GEMS PDN,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,CASTLETON COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
01/10/2013,COSY TOES CHILDCARE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
04/10/2013,COTS AND TOTS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
17/10/2013,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
17/10/2013,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"�1,000.00"
03/10/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�935.00
03/10/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�935.00
03/10/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�935.00
03/10/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�765.00
07/10/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.50"
21/10/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�826.20
21/10/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�680.00
21/10/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.50"
21/10/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.50"
30/09/2013,CATHOLIC CHILDRENS RESCUE SOCIETY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,437.37"
30/09/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�576.00
30/09/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�1,472.00"
30/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.50"
30/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.30"
30/09/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�935.00
30/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,724.96"
30/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,724.96"
30/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.50"
30/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.50"
30/09/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"�2,515.80"
30/09/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,�867.00
01/10/2013,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�7,425.00"
01/10/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�4,108.33"
01/10/2013,LINK4LIFE (CHARITY),Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�4,083.33"
01/10/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�2,425.00"
01/10/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�2,458.33"
01/10/2013,SKYLIGHT CIRCUS ARTS,Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,�852.50
01/10/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"�3,341.67"
01/10/2013,CORE ASSETS CHILDRENS SERVICES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,�970.33
21/10/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,�630.00
21/10/2013,EDEN CARE (NORTH WEST) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,�630.00
01/10/2013,RAINBOW SCENT,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�2,500.00"
01/10/2013,MIDDLETON TRAMPOLINING CLUB,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�2,599.08"
01/10/2013,SHINING STARS SWIMMING SCHEME,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�4,037.50"
01/10/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"�3,186.67"
15/10/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,�793.00
15/10/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,�793.00
15/10/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,�793.00
15/10/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,�793.00
15/10/2013,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,�793.00
10/10/2013,STEAMING LIMITED,Education,EARLY HELP AND SCHOOLS,FAIR ACCESS RESOURCES,�715.99
01/10/2013,BEECHKEYS CARE AND EDUCATION,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"�10,427.00"
14/10/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"�2,880.00"
30/09/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"�2,560.00"
30/09/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"�3,040.00"
30/09/2013,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"�3,040.00"
01/10/2013,POSITIVE STEPS OLDHAM - KICKSTART,Financial Services,EARLY HELP AND SCHOOLS,YOUNG PEOPLES SUPPORT & GUIDANCE SERVICE,"�49,185.50"
10/10/2013,THE ACE CENTRE NORTH,Unclassifiable,EARLY HELP AND SCHOOLS,RANS  MANAGEMENT,�600.00
01/10/2013,YMCA,Leisure Services,EARLY HELP AND SCHOOLS,YOUTH EMPOWERMENT - EXT FUNDED PROJECTS,"�1,300.00"
02/10/2013,PARITOR LTD,Information Communication Technology,EARLY HELP AND SCHOOLS,MUSIC SERVICE BUSINESS UNIT,"�2,080.00"
14/10/2013,RNC ENTERPRISES LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"�10,317.67"
08/10/2013,LEGGETT PSYCHOLOGY LTD,Medical,EARLY HELP AND SCHOOLS,EDUCATIONAL PSYCHOLOGY SERVICE GENERAL,"�1,600.00"
30/09/2013,RICOH UK LTD,Facilities & Management Services,CHILDREN�S SOCIAL CARE,CIC ADMINISTRATION,"�1,779.59"
30/09/2013,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,MOORHOUSE CHILDRENS CENTRE,�548.46
30/09/2013,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,NEWBOLD CHILDRENS CENTRE,�820.53
30/09/2013,RICOH UK LTD,Facilities & Management Services,EARLY HELP AND SCHOOLS,SANDBROOK CHILDRENS CENTRE,"�1,092.32"
30/09/2013,RICOH UK LTD,Facilities & Management Services,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"�1,419.23"
10/10/2013,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,REDWOOD SECONDARY,�600.00
11/10/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"�16,897.66"
11/10/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI CONTRACT GENERAL,"�17,083.34"
30/09/2013,AXIOM EDUCATION (ROCHDALE) LIMITED,Education,EARLY HELP AND SCHOOLS,PFI VARIATIONS,"�19,912.26"
03/10/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,EARLY HELP AND SCHOOLS,CROSSROADS,�918.00
