Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531983,G-C & A - Over 18's,1ST CARE (UK) LTD,NG15 7QN,520-Community Care,3560.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532072,Z-Capital,ABBEYGREY LTD,NG16 2AP,9NB-Bldg Wrk-Contract Pymnts,1121.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,ABSORBENT MINDS MONTES,,200-R & M of Buildings,35.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531984,G-C & A - Over 18's,ACACIA CARE (NOTTINGHAM) LTD,NG5 2AT,520-Community Care,33064.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532078,F-C & A - Central,ADAMS YORK DEOLKAR & HOPEWELL,NG6 8QJ,456-Specialists Fees,73.8600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532080,G-C & A - Over 18's,AGINCARE,DT4 8EQ,520-Community Care,2652.2700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532080,G-C & A - Over 18's,AGINCARE,DT4 8EQ,520-Community Care,2493.6900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532080,G-C & A - Over 18's,AGINCARE,DT4 8EQ,520-Community Care,14746.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532082,P-Royal Centre,AKA PRODUCTIONS LTD,M1 2JW,457-Publicity/Mrktng/Advertg,1523.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,V-Central Items,ALLTOOLS LTD,,REDACTED OTHER SPEND,300.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,AMAZON DIGITAL DWNLDS,,408-Materials General,2.5800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,AMAZON EU,,417-Contract Catering,53.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,R-Resources,AMAZON EU,,408-Materials General,25.1700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,F-C & F - Central,"AMAZON SVCS EUROPE,SAR",,436-Telephones,159.9200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,"AMAZON SVCS EUROPE,SAR",,408-Materials General,7.9800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,P-Royal Centre,ANDERSONS OF NOTTINGHA,,458-Hospitality,40.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532108,F-C & A - Central,ANGELS BY DAY LTD,NG7  2DZ,450-Grants,882.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532108,F-C & A - Central,ANGELS BY DAY LTD,NG7  2DZ,450-Grants,1176.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531985,G-C & A - Over 18's,ANNESLEY LODGE,NG15 8AY,520-Community Care,3288.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531986,G-C & A - Over 18's,APRIL COTTAGE CARE HOME,LE67 3PP,520-Community Care,1880.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,C-Communities,ARCO LTD,,401-Operational Equipment,433.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,N-Development - Services,ARCO LTD,,408-Materials General,290.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531668,G-C & A - Over 18's,ARDEN LEA NURSING HOME RESIDENTS AC,WS1 3EZ,840-Fees & Charges - Adults,21.3500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531671,G-C & A - Over 18's,ARDEN LEA NURSING HOME RESIDENTS ACCOUNT,WS1 3EZ,840-Fees & Charges - Adults,30.6500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531670,G-C & A - Over 18's,ARDEN LEA NURSING HOME RESIDENTS ACCOUNT,WS1 3EZ,840-Fees & Charges - Adults,24.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531669,G-C & A - Over 18's,ARDEN LEA NURSING HOME RESIDENTS ACCOUNT,WS1 3EZ,840-Fees & Charges - Adults,24.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,531672,G-C & A - Over 18's,ARDEN LEA NURSING HOME RESIDENTS ACOUNT,WS1 3EZ,840-Fees & Charges - Adults,30.6500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,P-Card,G-C & F - Over 18's,ARGOS LTD,,400-Furniture,29.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532132,G-C & A - Over 18's,ARNOLD & CARLTON VETS LTD,NG3 6EW,512-Other Agency & Cont Serv,116.3200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,G-C & A - Over 18's,ARROW SPECIALISED TRANSPORT,NG5 7EU,332-Client/Volunteers,2820.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,2223.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,37.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1221.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1188.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1296.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1682.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1479.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1443.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1484.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,1348.1000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,480.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150601,532134,C-Community Services,ARROW SPECIALISED TRANSPORT,NG5 7EU,311-Contract Hire,296.0000000000
