Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,02/11/2017,inv0042084,500.00,Balance Sheet,Ampleforth & District Historical Society,32472
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,02/11/2017,inv0042085,966.04,Balance Sheet,Ampleforth Toddlers,32473
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,02/11/2017,inv0042082,17500.00,Balance Sheet,Helmsley Recreation Charity Open Air,17730
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,02/11/2017,inv0042089,1424.53,Balance Sheet,Kirkbymoorside Football Club,32475
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,02/11/2017,inv0042081,30130.00,Balance Sheet,Malton Tennis Club,32355
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,02/11/2017,inv0042055,2160.00,Balance Sheet,Thornton le Dale Bowls Club,32448
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Long Term Liabilities,6A4,Long Term Creditors,6401,Customer Service,Balance Sheet Detail Codes,6737/A9001,Balance Sheet Debit,A9001,02/11/2017,inv0042056,4250.00,Balance Sheet,Thornton le Dale Playing Field Association,29727
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Resources and Enabling,Premises,1122/11002,Energy-Electricy,11002,02/11/2017,inv0042021,23.67,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,02/11/2017,inv0042019,25.68,General Fund,npower Ltd,18956
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Environmental and Reg Services,1A3,Regulatory Services,1306,Resources and Enabling,Premises,1346/11002,Energy-Electricy,11002,02/11/2017,inv0042016,6.04,General Fund,npower Ltd,18956
