Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160115,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,378.7200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160115,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,877.2700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160118,P-Card,N-Development & Growth - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,758.0300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160119,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,408-Materials General,422.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160119,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160120,P-Card,N-Development & Growth - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,22.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160120,P-Card,N-Development & Growth - Services,RS COMPONENTS,,408-Materials General,97.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,408-Materials General,201.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,273.0800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,423.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,408-Materials General,100.5600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160121,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,208.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160125,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,14.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160125,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,408-Materials General,207.5100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160125,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160125,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,100.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160126,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,196.5100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160126,P-Card,N-Development & Growth - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,402.8300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160126,P-Card,V-Central Items,BUNZL CLEANING SUPPLIE,,987-Short Term Creditors-Control,39.3800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160126,P-Card,A-Chief Exec,WWW.LIFESAVERSDIRECT,,410-Books,475.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,115.9300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,172.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20160127,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,140.2600000000
