"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","Home Office","Private Office","1PO01","Grade 6","55904","73892","Private Secretary","1.00","Policy"
"Home Office","Home Office","Private Office","1PO01","Grade 7","45626","61285","Private Secretary","6.00","Policy"
"Home Office","Home Office","Private Office","1PO01","SEO","34108","44185","Deputy Head of Section","1.00","Policy"
"Home Office","Home Office","Private Office","1PO01","SEO","34108","44185","Assistant Private Secretary","4.00","Policy"
"Home Office","Home Office","Private Office","1PO01","SEO","34108","44185","Business Support & Finance Manager","1.00","Other"
"Home Office","Home Office","Private Office","1PO03","HEO","27150","36922","Assistant Private Secretary","1.00","Policy"
"Home Office","Home Office","Private Office","1PO01","HEO","27150","36922","Assistant Private Secretary","7.00","Policy"
"Home Office","Home Office","Private Office","1PO01","HEO","27150","36922","Policy Support Officer","4.00","Policy"
"Home Office","Home Office","Private Office","1PO01","HEO","27150","36922","Diary Manager","2.00","Other"
"Home Office","Home Office","Private Office","1PO01","HEO-D","26956","37158","Private Secretary","1.00","Policy"
"Home Office","Home Office","Private Office","1PO01","HEO-D","26956","37158","Assistant Private Secretary","1.00","Policy"
"Home Office","Home Office","Private Office","1PO01","EO","22770","30181","Assistant Private Secretary","3.00","Policy"
"Home Office","Home Office","Private Office","1PO01","EO","22770","30181","Diary Manager","5.00","Other"
"Home Office","Home Office","Private Office","1PO01","EO","22770","30181","Executive Officer","2.00","Policy"
"Home Office","Home Office","Private Office","1PO01","EO","22770","30181","Business Support Officers","1.00","Other"
"Home Office","Home Office","Private Office","1PO03","EO","22770","30181","Diary Manager","1.00","Other"
"Home Office","Home Office","Private Office","1PO01","AO","18956","22515","Administrative Officer","4.00","Policy"
"Home Office","Home Office","Private Office","1PO01","HEO","27150","36922","Business Manager","1.00","Other"
"Home Office","Home Office","Private Office","1PO01","Grade 7","45626","61285","Head of Parliamentary and Correspondence Management Team","1.00","Policy"
"Home Office","Home Office","Private Office","1PO04","Grade 7","45626","61285","Policy Adviser","6.00","Policy"
"Home Office","Home Office","Private Office","1PO04","Grade 6","55904","73892","Policy Adviser","4.00","Policy"
"Home Office","Home Office","Private Office","1PO01","EO","22770","30181","Personal Assistant to Head of Unit","1.00","Policy"
"Home Office","Home Office","Private Office","1PO04","HEO","27150","36922","Personal Assistant to Head of Unit","1.00","Other"
"Home Office","Home Office","Private Office","1PO03","Grade 7","45626","61285","Assistant Private Secretary","3.00","Policy"
"Home Office","Home Office","Private Office","1PO01","EO","22770","30181","Correspondence Manager/Process and Performance Team Officer","2.00","Policy"
"Home Office","Home Office","Private Office","1PO03","HEO","27150","36922","Business Support Officers","1.00","Other"
"Home Office","Home Office","Private Office","1PO01","SEO","34108","44185","Private Secretary","3.00","Policy"
"Home Office","Home Office","Private Office","1PO01","AO","18956","22515","Communications Officer","7.00","Policy"
"Home Office","Home Office","Private Office","1PO01","Grade 7","45626","61285","Communications Manager","1.00","Policy"
"Home Office","Home Office","Private Office","1PO03","SEO","34108","44185","Assistant Private Secretary","1.00","Policy"
"Home Office","Home Office","Private Office","1PO03","HEO","27150","36922","Correspondence Manager/Process and Performance Team Officer","1.00","Policy"
"Home Office","Home Office","Private Office","1PO04","HEO-D","26956","37158","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Private Office","1PO04","SEO","34108","44185","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Private Office","1PO04","EO","22770","30181","Personal Assistant","1.00","Other"
"Home Office","Home Office","Border Force, Director General's Office","3BF01","EO","22770","30181","Operational Officer","1.00","Operational Delivery"
"Home Office","Home Office","Border Force, Director General's Office","3BF01","Grade 6","55904","73892","Senior Information Manager","1.00","Operational Delivery"
"Home Office","Home Office","Border Force, Director General's Office","3BF01","Grade 7","45626","61285","Senior Information Manager","2.00","Operational Delivery"
"Home Office","Home Office","Border Force, Director General's Office","3BF01","HEO","27150","36922","Operational Manager","2.76","Operational Delivery"
"Home Office","Home Office","Border Force, Director General's Office","3BF01","SEO","34108","44185","Information Technology Manager","5.92","Operational Delivery"
"Home Office","Home Office","Programme Director Cyclamen","1BF12","EO","22770","30181","Information Officer","2.00","Operational Delivery"
"Home Office","Home Office","Programme Director Cyclamen","1BF12","Grade 6","55904","73892","Senior Information Manager","2.00","Operational Delivery"
"Home Office","Home Office","Programme Director Cyclamen","1BF12","Grade 7","45626","61285","Senior Information Manager","2.67","Operational Delivery"
"Home Office","Home Office","Programme Director Cyclamen","1BF12","HEO","27150","36922","Information Manager","2.00","Operational Delivery"
"Home Office","Home Office","Programme Director Cyclamen","1BF12","SEO","34108","44185","Information Technology Manager","7.00","Operational Delivery"
"Home Office","Home Office","Chief Operating Officer","2BF03","Grade 7","45626","61285","Senior Operational Manager","2.00","Operational Delivery"
"Home Office","Home Office","Chief Operating Officer","2BF03","EO","22770","30181","Operational Officer","1.80","Operational Delivery"
"Home Office","Home Office","Chief Operating Officer","2BF03","HEO","27150","36922","Operational Manager","1.00","Operational Delivery"
"Home Office","Home Office","Capability Integration","1BF21","Grade 6","55904","73892","Senior Operational Manager","1.74","Operational Delivery"
"Home Office","Home Office","Capability Integration","1BF21","Grade 7","45626","61285","Senior Operational Manager","3.00","Operational Delivery"
"Home Office","Home Office","Capability Integration","1BF21","SEO","34108","44185","Senior Operational Manager","4.69","Operational Delivery"
