"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","2B","20543","25985","Account Executive","12.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3C","30644","38760","Account Manager","26.61","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","3","2B","20543","25985","Account Officer","5.29","Finance"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","3","3A","25749","31620","Auditor","2.00","Internal Audit"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3A","25749","31620","Bus Process Analyst","2.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","3","1C","14919","18870","Business Centre Executive","1.41","Property and Asset Management"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3B","27418","34680","Business Consultant - Commercial Markets","0.60","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","3","3A","25749","31620","Business Info Specialist","1.00","Finance"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3A","25749","31620","Business Info Specialist","2.57","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","6","2B","20543","25985","Business Systems Support","2.62","Information Technology"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3A","25749","31620","Carto Data Consultant","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","4B","41531","51000","B2C Commercial Channel Manager","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","4B","41531","51000","B2C Digital Channel Manager","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","4B","41531","51000","Carto General Manager","2.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3A","25749","31620","Carto Production Manager","5.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3C","30644","38760","Carto SDM - Quality & Design","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","2B","20543","25985","Cartographer","54.60","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3A","25749","31620","Carto Design Consultant","4.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3A","25749","31620","Communications Executive","2.81","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","3","4B","41531","51000","Compensation & Benefits Manager","1.00","Human resources"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","3B","27418","34680","Contract Manager - ExtFulfil","1.00","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","1","3C","30644","38760","Corp Office Consultant","3.00","Communications"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","4C","45684","56100","Corporate Data Manager","1.00","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","1","2B","20543","25985","Corporate Identity Support","1.00","Communications"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","1","2B","20543","25985","Corporate Image Provider","0.68","Communications"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","1","3C","30644","38760","Corporate Marketing Manager","0.61","Communications"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","1","2B","20543","25985","Corporate Office FOI & Support Officer","0.81","Communications"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","3","2A","17741","22440","Corporate Resilience Coordinator","1.00","Communications"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","1","3C","30644","38760","Corporate Social Responsibility Manager","1.00","Communications"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","3B","27418","34680","Contract Manager - Print","1.00","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3B","27418","34680","S&MD Operations Manager","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","2B","20543","25985","CSC Service Advisor","16.35","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3A","25749","31620","CSC Service Delivery Manager","3.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","4B","41531","51000","Data Lab Research Manager","1.00","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","1C","14919","18870","Data Supply Officer","3.00","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","2B","20543","25985","Data Supply Specialist","3.16","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","4","3A","25749","31620","Customer Data Manager","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","3A","25749","31620","Data Supply Technician/Tester1","4.00","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","1C","14919","18870","DC&M Admin & Tech Support","11.43","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3A","25749","31620","DC&M Consultant","18.61","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","2B","20543","25985","DC&M Data Controller","14.02","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3A","25749","31620","DC&M Delivery Manager","4.80","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","4B","41531","51000","DC&M General Manager","4.97","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","4B","41531","51000","DC&M Principal Consultant","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3C","30644","38760","DC&M Senior Consultant","7.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3C","30644","38760","DC&M Service Delivery Manager","15.47","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","2B","20543","25985","DC&M Technical Specialist","31.70","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","SMH","60000","80000","DCM Head of Production","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","SMH","60000","80000","DCM Head of Service Delivery","1.00","Operational delivery"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","6","3C","30644","38760","Designer","4.00","Information Technology"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","6","3B","27418","34680","Developer","24.61","Information Technology"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","5","2B","20543","25985","Dig Supply Business Information Analyst","1.00","Knowledge and Information Management (KIM)"
"Ordnance Survey","Ordnance Survey","Ordnance Survey","2","3A","25749","31620","DC&M Production Manager","19.00","Operational delivery"
