Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516637,C-Community Services,200 CARS,NG5 7DZ,311-Contract Hire,14.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516637,C-Community Services,200 CARS,NG5 7DZ,311-Contract Hire,14.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516638,C-Community Services,ACNA DAY CENTRE/LUNCHEON CLUB,NG3 4NB,408-Materials General,2006.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516639,G-C & A - Over 18's,ACTONS SOLICITORS,NG1 5BQ,840-Fees & Charges - Adults,500.4300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516640,G-C & A - Over 18's,ADT FIRE & SECURITY,M16 9XY,200-R & M of Buildings,775.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,460.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,345.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,230.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,259.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,172.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,43.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,115.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,460.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,115.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,288.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,-302.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,43.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,230.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,230.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,230.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,72.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,115.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,172.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,259.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,115.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,43.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,460.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,230.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,72.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,115.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,288.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,57.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,172.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,259.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,230.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516641,G-C & A - Over 18's,ADVANCED HOUSING & SUPPORT,OX28 6FH,520-Community Care,115.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,516642,Z-Capital,ALL SEASONS EAST MIDLANDS LTD,NG8 1NB,9NC-Buildg Wrk-Direct Pymnts,9500.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,P-Card,R-Resources,"AMAZON SVCS EUROPE,SAR",,437-IT Equipment,-28.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150401,P-Card,E-C & F  - Schools,"AMAZON SVCS EUROPE,SAR",,408-Materials General,1.9000000000
