"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Legal Manager 1 (London)","58679","65692","Legal Manager","4.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Legal Manager 1 (National)","52140","60263","Legal Manager","13.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Legal Manager 2 (National)","62437","72460","Legal Manager","2.88","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level A2 (Nat)","18550","19887","Administrative Officer","10.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B1 (Nat)","23276","26408","Administrative Manager","0.92","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B1 (Nat)","23276","26408","Area Business Support Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B1 (Nat)","23276","26408","Business Centre Support Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B1 (Nat)","23276","26408","Performance Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B1 (Nat)","23276","26408","Victim and Witness Care Support Officer","0.69","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B2 (Nat)","27339","31231","Area Finance Manager","1.62","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B2 (Nat)","27339","31231","HR Advisor","0.92","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B2 (Nat)","27339","31231","Performance Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level B3 (Nat)","33924","40678","Head of Group Operations Centre","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Level D Admin (Nat)","45191","58490","Business Change and Delivery Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Senior Crown Prosecutor (Lon)","44898","58679","Duty Prosecutor","48.17","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","CPS DIRECT","CPS-G-015","Senior Crown Prosecutor (Nat)","42728","52140","Duty Prosecutor","139.27","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 Legal Trainee (Lon)","24296","27954","Legal Trainee","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 Paralegal Off (Lon)","24296","27954","Paralegal Officer","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level A1 (Lon)","17762","18281","Messenger","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level A2 (Lon)","19921","21306","Administrative Officer","136.54","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Administrative Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Area Facilities Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Executive Officer","60.80","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Fees Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Finance Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","HR Officer","1.80","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Legal Trainee","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Performance Officer","1.67","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 (Lon)","24296","27954","Senior Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 Legal Trainee (Lon)","24296","27954","Legal Trainee","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","LONDON","CPS-S-034","Level B1 Paralegal Off (Lon)","24296","27954","Paralegal Officer","104.49","Operational Delivery"
