election_id,election_type,election_date,district_name,result_votes_total,result_url,candidate_votes,candidate_elected,party_name,party_short_name,party_resource_uri,person_id,person_first_name,person_middle_names,person_last_name,person_all_names
3,council,07/06/2001,Stratford,4852,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/D33F86556B67185280256A6200335F6C,1455,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3201,Leslie,Arnold,Topham,LeslieArnoldTopham
3,council,07/06/2001,Stratford,4852,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/D33F86556B67185280256A6200335F6C,507,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3153,James,Marion,Hannan,JamesMarionHannan
3,council,07/06/2001,Stratford,4852,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/D33F86556B67185280256A6200335F6C,2890,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3202,Susan,Aysha,Juned,SusanAyshaJuned
3,council,07/06/2001,North Warwickshire,2940,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/8D281E76EAFB757480256A6200335F70,1107,0,Labour,Lab,http://openelectiondata.org/id/parties/6,3203,Edwin,George,Smith,EdwinGeorgeSmith
3,council,07/06/2001,North Warwickshire,2940,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/8D281E76EAFB757480256A6200335F70,497,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3204,David,Ernest,Peare,DavidErnestPeare
3,council,07/06/2001,North Warwickshire,2940,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/8D281E76EAFB757480256A6200335F70,1336,1,Conservative,Con,http://openelectiondata.org/id/parties/25,2819,Colin,Charles,Hayfield,ColinCharlesHayfield
3,council,07/06/2001,North Warwickshire,4025,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/E472BC0CB710712580256A6200335F72,1758,1,Labour,Lab,http://openelectiondata.org/id/parties/6,2826,Anne,,Forwood,AnneForwood
3,council,07/06/2001,North Warwickshire,4025,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/E472BC0CB710712580256A6200335F72,972,0,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3070,William,Hugh,Powell,WilliamHughPowell
3,council,07/06/2001,North Warwickshire,4025,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/E472BC0CB710712580256A6200335F72,1295,0,Conservative,Con,http://openelectiondata.org/id/parties/25,3111,Richard,,Freer,RichardFreer
3,council,07/06/2001,Stratford,4767,http://www.warwickshire.gov.uk/corporate/elect01.nsf/ResultsByParty/EE583AF35E6F342780256A6200335F82,2501,1,Liberal Democrat,LibDem,http://openelectiondata.org/id/parties/26,3078,Frederick,Peter,Barnes,FrederickPeterBarnes
