Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150715,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,112.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150715,P-Card,R-Resources,SUPPLIES TEAM LTD,,426-Stationery,70.4200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,442.8500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,360.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,472.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,51.3000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,423.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150720,P-Card,C-Communities,SUPPLIES TEAM LTD,,426-Stationery,104.1200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150722,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,99.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150723,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,251.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150723,P-Card,F-C & F - Central,WWW.UK.RS-ONLINE.C,,401-Operational Equipment,133.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150724,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,157.8100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150724,P-Card,N-Development - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,180.6200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150727,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,222.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150727,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.1300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150727,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150727,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,208.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150727,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,118.6200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150728,CHAPS,V-Central Items,BLACKROCK ICS STERLING LIQUIDITY FUND,,981-Short Term Investments,2700000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150728,CHAPS,V-Central Items,CBA BANK,,981-Short Term Investments,5000000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150728,CHAPS,V-Central Items,LEGAL & GENERAL IM STERLING MMF,,981-Short Term Investments,3400000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150729,P-Card,G-C & F - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,83.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150729,P-Card,G-C & F - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,171.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150729,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,6.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150729,P-Card,G-C & F - Over 18's,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,156.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150729,CHAPS,V-Central Items,CAP LAND ACQUISITIONS,,REDACTED OTHER SPEND,162230.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,CHAPS,V-Central Items,BLACKROCK ICS STERLING LIQUIDITY FUND,,981-Short Term Investments,1700000.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,236.5100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,77.4000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,65.7900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,80.8700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,322.8500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,98.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,223.8300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,533.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,41.7600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,45.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,R-Resources,FARONICS EMEA LTD,,437-IT Equipment,116.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,METROPOLITAN MUSEUM AR,,121-Training Course Fees,1.0700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,METROPOLITAN MUSEUM AR,,408-Materials General,2.1500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,C-Communities,MMA ADMISSIONS ONLINE,,121-Training Course Fees,34.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,F-C & F - Central,PAYPAL  THOMANN,,401-Operational Equipment,8.5100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,F-C & F - Central,POST OFFICE SHOP,,435-Postal Services,11.5300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,F-C & F - Central,POST OFFICE SHOP,,435-Postal Services,54.0600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150730,P-Card,N-Development - Services,THE STAGE HOTEL,,475-Other Services,220.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,V-Central Items,A M P WIRE LIMITED,,REDACTED OTHER SPEND,480.7400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,ADT LOUGHTON CC,,200-R & M of Buildings,630.9500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ALDI,,519-Adult Services,3.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,AMAZON EU,,401-Operational Equipment,25.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,AMAZON EU,,426-Stationery,68.0400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,"AMAZON SVCS EUROPE,SAR",,475-Other Services,19.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,AMAZON UK MARKETPLACE,,475-Other Services,5.2400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,N-Development - Services,AMAZON UK MARKETPLACE,,401-Operational Equipment,29.0200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,ARGOS LTD,,475-Other Services,218.9300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,ARGOS LTD,,400-Furniture,39.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,ASDA HOME SHOPPING,,412-Provisions,39.4500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE,,412-Provisions,11.5400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE,,412-Provisions,1.7800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE,,401-Operational Equipment,10.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE 04030,,519-Adult Services,5.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE 04030,,519-Adult Services,8.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE 04030,,519-Adult Services,13.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,G-C & F - Over 18's,ASDA SUPERSTORE 04030,,519-Adult Services,4.1000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,B & M RETAIL,,404-Cleaning & Domestic Supp,27.9600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,B & M RETAIL,,514-Children in Care Paymnts,47.4100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,F-C & F - Central,B & Q,,475-Other Services,25.8300000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BHGS LIMITED,,408-Materials General,298.5600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150731,P-Card,C-Communities,BRAKE BROS LTD,,417-Contract Catering,129.7200000000
