Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,05-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1385255,"104,875.52"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,05-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1385255,"20,975.10"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,05-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1385260,"131,655.91"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,05-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1385260,"26,331.18"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,05-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1385260,"-26,331.18"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,29-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1387615,"127,911.66"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,29-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1387615,"25,582.33"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,29-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1387635,"100,227.03"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,29-Sep-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1387635,"20,045.41"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,08-Sep-2017,B4 ADMIN & CLERICAL,MEDICAL MANAGEMENT,BRADFORD DISTRICT CARE TRUST,194442,"27,215.00"
