Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,21-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,ACCENTURE (U K) LTD,3003350988,"31,110.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,21-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,ACCENTURE (U K) LTD,3003350988,"6,222.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,21-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,ACCENTURE (U K) LTD,3003350988,"-6,222.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,05-Apr-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,BOC LTD,3040322835,"144,057.60"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,05-Apr-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,BOC LTD,3040322835,"28,811.52"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,DIAGNOSTIC SERVICES,13-Apr-2017,NON HEALTHCARE SERVICES FROM FOUNDATION TRUSTS,PROVIDER PROVIDER,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,298071,"25,372.73"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,21-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,CARL ZEISS LTD,5140368555,"23,188.75"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,21-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,CARL ZEISS LTD,5140368555,"4,637.75"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402352021,162.00
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402352021,165.51
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402352021,21.60
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402352021,"60,273.49"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402352021,855.00
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,13-Apr-2017,ADDITIONS - INFORMATION TECHNOLOGY,BALANCE SHEET,DELL CORPORATION LTD,7402352021,"12,054.70"
