Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150608,P-Card,N-Development & Growth - Services,REDACTED GENERAL SUPPLIER,,426-Stationery,34.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150629,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,404-Cleaning & Domestic Supp,279.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150629,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,404-Cleaning & Domestic Supp,160.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150629,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,408-Materials General,39.8800000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,G-C & A - Over 18's,REDACTED GENERAL SUPPLIER,,436-Telephones,41.2000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,515-Paymts to Foster Parents,20.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,475-Other Services,22.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,N-Development & Growth - Services,REDACTED GENERAL SUPPLIER,,475-Other Services,685.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,475-Other Services,2.5000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,417-Contract Catering,17.6500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,V-Central Items,REDACTED GENERAL SUPPLIER,,REDACTED OTHER SPEND,869.0400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,514-Children in Care Paymnts,15.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,437-IT Equipment,32.3900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,475-Other Services,2.6400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,C-Communities,REDACTED GENERAL SUPPLIER,,436-Telephones,41.9900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,412-Provisions,5.5500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,V-Central Items,REDACTED GENERAL SUPPLIER,,REDACTED OTHER SPEND,869.0400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,401-Operational Equipment,18.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,475-Other Services,23.9400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,410-Books,7.7500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,427-General office supplies,5.8400000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,974-Short Term Creditors,200.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,N-Development & Growth - Services,REDACTED GENERAL SUPPLIER,,458-Hospitality,2.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,N-Development & Growth - Services,REDACTED GENERAL SUPPLIER,,425-Printing,424.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,C-Communities,REDACTED GENERAL SUPPLIER,,408-Materials General,42.7100000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,121-Training Course Fees,317.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,F-C & A - Central,REDACTED GENERAL SUPPLIER,,974-Short Term Creditors,400.0000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20150630,P-Card,N-Development & Growth - Services,REDACTED GENERAL SUPPLIER,,426-Stationery,20.3400000000
