Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,07-Feb-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,AEROCOM (U K) LTD,110551,"50,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,07-Feb-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,AEROCOM (U K) LTD,110551,"10,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,07-Feb-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,AEROCOM (U K) LTD,110589,"26,000.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,07-Feb-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,AEROCOM (U K) LTD,110589,"5,200.00"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,13-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1366759,"26,494.72"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,13-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1366759,"5,298.94"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,13-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1366759,"-5,298.94"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,13-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1368467,"56,907.82"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,13-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1368467,"11,381.56"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,13-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1368467,"-11,381.56"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,17-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1370726,"56,907.82"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,17-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1370726,"11,381.56"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,PATHOLOGY,17-Feb-2017,LABORATORY REAGENTS,PATHOLOGY,BECKMAN INSTRUMENTS (UK) LTD,1370726,"-11,381.56"
AIREDALE NHS FOUNDATION TRUST,DIAGNOSTIC SERVICES,DIAGNOSTIC SERVICES,03-Feb-2017,NON HEALTHCARE SERVICES FROM FOUNDATION TRUSTS,PROVIDER PROVIDER,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,296779,"31,417.85"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,10-Feb-2017,GAS,UTILITIES,CORONA ENERGY LTD,11751440,"44,147.98"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,10-Feb-2017,GAS,UTILITIES,CORONA ENERGY LTD,11751440,"8,829.60"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,17-Feb-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST1934,"24,031.40"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,17-Feb-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST1952,"29,725.15"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,17-Feb-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST1970,"30,289.24"
