Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
3IIPG02,"Williams, Glyn",SCS3,Director of Immigration and Border Policy Directorate,"Provide effective policy advice to support the government’s objective of reducing net migration; Provide a strategic policy framework to protect the UK from illegal immigration, crime and terrorism, through effective end-to end border controls; Provide an effective set of policies that protect the public by removing illegal immigrants, deporting foreign national criminals and denying the privileges of British nationality to those who harm the UK; Support an effective asylum system, through effective policies, both in the UK and in Europe; Ensure we have a fit for purpose legal framework, and manage litigation effectively",Home Office,Home Office,Immigration & Border Policy Directorate,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,4PO02,440000,1,95000,99999,Policy,,1
2IIPG06,"Rouse, Philippa",SCS2,Director of Immigration and Border Policy Directorate,"Provide effective policy advice to support the government’s objective of reducing net migration; Provide a strategic policy framework to protect the UK from illegal immigration, crime and terrorism, through effective end-to end border controls; Provide an effective set of policies that protect the public by removing illegal immigrants, deporting foreign national criminals and denying the privileges of British nationality to those who harm the UK; Support an effective asylum system, through effective policies, both in the UK and in Europe; Ensure we have a fit for purpose legal framework, and manage litigation effectively'",Home Office,Home Office,Immigration & Border Policy Directorate,208 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3IIPG02,340000,1,75000,79999,Policy,,1
2IIPG10,Simon Bond,SCS2,Director BICS Strategy,"Development and Management of an effective cross border, immigration & citizenship system. Leading on the work of systems operation towards 2020. Developing coherent cross system initiatives and supporting operational commands to bring together improved coherence and delivery",Home Office,Home Office,Immigration & Border Policy Directorate,209 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3IIPG02,50000,1,125000,129999,Policy,,1
1IIPG13,N/D,SCS1,"Head of Illegal Migration, Identity Security and Enforcement Policy Unit","Lead policy to tackle illegal migration through denial of services, tackling illegal working, a secure identity system for migrants, making it easier to remove illegal migrants and ensure a sustainable detention policy.",Home Office,Home Office,Immigration & Border Policy Directorate,210 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG06,2280000,1,0,0,Policy,,1
1IIPG19,N/D,SCS1,Head of Migration Policy,"Responsibility for the Government’s net migration target. Lead policy on non-EU work and study migration, passport policy and settlement and citizenship",Home Office,Home Office,Immigration & Border Policy Directorate,211 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG06,1980000,1,0,0,Policy,,1
1IIPG17,N/D,SCS1,Head of Legal Strategy Team,"Lead on managing legal risk through the Litigation Strategy Board; co-ordinating changes to legislation; litigation policy, including legal aid and appeals, and relationship with higher courts'",Home Office,Home Office,Immigration & Border Policy Directorate,212 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG10,2000000,1,0,0,Policy,,1
1IIPG18,N/D,SCS1,Border and Visa Policy Unit,Lead policy on borders and visas to support a secure UK border.,Home Office,Home Office,Immigration & Border Policy Directorate,213 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG06,1350000,1,0,0,Policy,,1
1IIPG16,N/D,SCS1,Head of Migration Advisory Committee Secretariat,"The Migration Advisory Committee (MAC) secretariat supports the MAC in providing independent and evidence-based advice to the Government on matters relating to migration, including on migration impacts, labour market shortages and limits on tiers 1 and 2 of the Points Based System'",Home Office,Home Office,Immigration & Border Policy Directorate,213 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG06,660000,1,0,0,Policy,,1
1IIPG02,N/D,SCS1,Head of Asylum & Family Policy,Lead policy to support the operation of an effective family migration route and an efficient asylum system which protects vulnerable people in accordance with our international obligations.,Home Office,Home Office,Immigration & Border Policy Directorate,213 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG06,2000000,1,0,0,Policy,,1
1IIPG23,N/D,SCS1,Head of Free Movement and Migrant Criminality Unit,"Lead policy and strategy on EU free movement, as well as the 'public good' and public protection issues in immigration policy",Home Office,Home Office,Immigration & Border Policy Directorate,216 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG06,1490000,1,0,0,Policy,,1
1IIPG28,Vacant,SCS1,"Head of Immigration, Strategy and Programme Unit","Responsibility for the development and delivery aspects of Borders, Immigration and Citizenship Systems strategic objectives around Sponsorship and Assurance of arms lenghth bodies that examine BICS systems. Ownership of secretariat and governance functions  that supports the BICS Boards and its sub-Boards",Home Office,Home Office,Immigration & Border Policy Directorate,n/a,public.enquiries@homeoffice.gsi.gov.uk,2IIPG10,920000,1,0,0,Policy,,1
1IIPG31,N/D,SCS1,Head of EU Exit Immigraiton Policy,Head of EU Exit Immigraiton Policy,Home Office,Home Office,Immigration & Border Policy Directorate,218 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IIPG10,630000,1,0,0,Policy,,1
3HMPO01,Mark Thomson,SCS3,"Director General, HM Passport Office",Director General's Office,Home Office,Home Office,Director General's Office,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,4PO01,0,1,160000,164999,Other,,1
2HMPO02,Myrtle Lloyd,SCS2,"Chief Operating Officer, HM Passport Office","Chief Operating Officer, HM Passport Office",Home Office,Home Office,HMPO Operations,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,3HMPO01,75450000,1,100000,104999,Operational Delivery,,1
2HMPO03,Deborah Chittenden,SCS2,"Director, Strategy & Change","Director, Transformation",Home Office,Home Office,Transformation,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,3HMPO01,8680000,1,100000,104999,Planning,,1
1HMPO01,Eliminated,SCS1,"Director, Customer and Digital Services","Director, Customer and Digital Services",Home Office,Home Office,Customer Operations,n/a,hqenquiries@ips.gsi.gov.uk,2HMPO02,0,1,0,0,Operational Delivery,,1
1HMPO03,N/D,SCS1,"Director, Civil Registration and Deputy Registrar General","Director, Civil Registration and Deputy Registrar General",Home Office,Her Majesty's Passport Office,General Register Office,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,3HMPO01,9180000,1,0,0,Operational Delivery,,1
1HMPO04,Eliminated,SCS1,Director Passport Operations,Director Passport Operations,Home Office,Home Office,HMPO Operations,n/a,hqenquiries@ips.gsi.gov.uk,2HMPO02,0,1,0,0,Operational Delivery,,1
1HMPO05,N/D,SCS1,"Director, Transformation Delivery","Director, Transformation Delivery",Home Office,Her Majesty's Passport Office,Transformation,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,2HMPO03,0,1,0,0,Planning,,1
1HMPO07,N/D,SCS1,Director Business Design and Planning,Director Business Design and Planning,Home Office,Her Majesty's Passport Office,Business Development,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,2HMPO03,0,1,0,0,Planning,,1
1HMPO08,N/D,SCS1,Director Security,"Director, Public Protection",Home Office,Her Majesty's Passport Office,Safeguarding & Public Protection Unit,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,2HMPO02,0,0.5,0,0,Operational Delivery,Job Share,1
1HMPO08,N/D,SCS1,Director Security,"Director, Public Protection",Home Office,Her Majesty's Passport Office,Safeguarding & Public Protection Unit,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,2HMPO02,0,0.5,0,0,Operational Delivery,Job Share,1
1HMPO09,Eliminated,SCS1,Director Customer Strategy & Experience,Director Customer Strategy & Experience,Home Office,Home Office,Organisation Development and Design Expert Service,n/a,hqenquiries@ips.gsi.gov.uk,2HMPO02,0,1,0,0,Operational Delivery,,1
1HMPO10,N/D,SCS1,"Director, Commercial Delivery","Director, Commercial Delivery",Home Office,Home Office,Commercial Delivery,0207 035 4848 or Minicom 0207 035 4742,hqenquiries@ips.gsi.gov.uk,2HMPO03,0,1,0,0,Operational Delivery,,1
3IE01,Hugh IND,SCS3,"Director General, Immigration Enforcement","""The Director General is accountable to the Permanent Secretary.  Immigration Enforcement is responsible for preventing abuse, pursuing immigration offenders and increasing compliance with immigration law. It works with partners to regulate migration in line with the law and government policy and supports economic growth.""",Home Office,Home Office,Immigration Enforcement,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,4PO01,370000,1,90000,94999,Operational Delivery,,1
2IE02,Tony Eastaugh,SCS2,Director of Crime & Enforcement,"""Working in close collaboration with a range of partners across the Home Office and other agencies, this role will ensure the delivery of the Agency’s overarching enforcement strategy of which more enforcement action against overstayers and foreign national offenders is key.""",Home Office,Home Office,Immigration Operations,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3IE01,120000,1,110000,114999,Operational Delivery,,1
2IE03,Gareth Hills,SCS2,"Director, Casework and Returns","Director of Compliance and Returns covering Interventions & Sanctions, Removals Integration Project, Returns, NRC and Removals Casework.",Home Office,Home Office,Casework and Returns,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3IE01,0,1,90000,94999,Operational Delivery,,1
2IE01,Marc Owen,SCS2,"Director, Intelligence and Immigration Crime","The Director of Crime and Intelligence has primary responsibility for frontline immigration intelligence, criminal investigation and criminal casework, including the deportation of foreign offenders ensuring that those who have no right to be in the UK do not remain",Home Office,Home Office,Crime,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3IE01,0,1,85000,89999,Operational Delivery,,1
2IE04,Stephen Kershaw,SCS2,"Director, Strategy and Transformation","Responsible for strategic direction, change and transformation within IE",Home Office,Home Office,Strategy and Transformation,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3IE01,0,1,115000,119999,Operational Delivery,,1
1IE07,N/D,SCS1,"Director, Immigration Compliance and Enforcement - London and South","""Area Director for the London and South of England responsible for the delivery of enforcement activity and performance within the region; Delivering the regional business plan; leadership of and responsibility for immigration compliance & enforcement teams (ICEs) across the command; Developing and maintaining strong relationships with internal and external corporate partners; Leading the command to support the reform of central processing functions in accordance with the Immigration Enforcement Operating Model.  The Areal Director also has responsibility for enhancing the regions profile, identity and culture. He acts as an ambassador for the region.""",Home Office,Home Office,London and South Region,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE02,16450000,1,0,0,Operational Delivery,,1
1IE03,N/D,SCS1,"Director, Immigration Compliance & Enforcement - North, Midlands and Wales","Area Director for the North, Midlands and Wales responsible for the delivery of enforcement activity and performance within the region; Delivering the regional business plan; leadership of and responsibility for immigration compliance & enforcement teams (ICEs) across the command; Developing and maintaining strong relationships with internal and external corporate partners; Leading the command to support the reform of central processing functions in accordance with the Immigration Enforcement Operating Model.  The Areal Director also has responsibility for enhancing the regions profile, identity and culture. He acts as an ambassador for the region.",Home Office,Home Office,"ICE North, Midlands & Wales",0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE02,19190000,1,0,0,Operational Delivery,,1
1IE05,N/D,SCS1,"Director, Criminal Investigations and Central Operations","""Home Office Criminal Investigation Teams are responsible for tackling immigration crime at the border and inland with a particular focus on organised immigration crime. They have a criminal and financial investigations capability, combining crime teams at the border and in regional offices across the UK using specially trained immigration officers, financial investigators and seconded police officers to disrupt organised criminal groups. By working in an integrated way with law enforcement agencies at home and abroad, particularly the National Crime Agency, Border Police Command, we will maximise our strengths and develop our capability to deal with the full range of immigration offences. Our priorities are to tackle all forms of human trafficking, facilitation and the production and supply of false or forged documentation.""",Home Office,Home Office,Criminal Investigations,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE02,14480000,1,0,0,Operational Delivery,,1
1IE08,N/D,SCS1,"Director, Immigration Compliance and Enforcement - Scotland & Northern Ireland",The Director for Scotland and Northern Ireland is responsible for managing immigration enforcement activity in Scotland & Northern Ireland in cooperation with other law enforcement agencies and for the coordination of all Home Office activity in Scotland and Northern Ireland. The postholder is also responsible for advising on devolution issues and maintaining relations with the Scottish and Northern Ireland Assembly Governments. The postholder is the Senior Responsible Owner for immigration related engagement in the Glasgow Commonwealth Games 2014.,Home Office,Home Office,ICE Scotland and NI,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE02,3330000,1,0,0,Operational Delivery,,1
1IE04,N/D,SCS1,"Director, Criminal Casework","""Responsible for the deportation of Foreign National Offenders from the United Kingdom.  The Directorate’s objective is to protect the public by deporting foreign nationals who commit serious criminal offences, where legislation permits, and to actively monitor and manage Foreign National Offenders (FNOs) released into the community pending deportation. It does this by rigorously pursuing deportation against foreign offenders who meet our criteria, managing each case through the legal process, negotiating barriers such as travel documents and ensuring that the use of immigration detention is appropriate. Asylum, remand; custody and non-detained teams provide specialist service to these key cohorts. A further 90 IE staff are embedded in prisons nationwide.""",Home Office,Home Office,Criminal Casework,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE03,24610000,1,0,0,Operational Delivery,,1
1IE02,N/D,SCS1,"Director, National Removals Command",Responsible for the removal of cases detained by the Immigration Compliance & Enforcement Teams across the Country.,Home Office,Home Office,National Removals,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE03,14520000,1,0,0,Operational Delivery,,1
1IE10,N/D,SCS1,"Director, Removals Casework","""Director for Removals and Compliance Casework with responsibility for strengthening compliance amongst migrants by contacting those who may not have a right to be here and ensuring they either regularise their stay or leave the UK. Responsibility for management of a contract with Capita for contact management and casework. Those who will not depart voluntarily will be tasked onto ICE teams for enforced removal. Specific teams will focus on elements of this work - families, core casework, and compliance.""",Home Office,Home Office,Removals Casework,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE03,14960000,1,0,0,Operational Delivery,,1
1IE12,N/D,SCS1,"Director, Strategic Operations Command",Responsible for leading a programme of work on removals integration. The work involves exploring new ways of working and alternative delivery models to increase capacity and capability and deliver efficiencies in the longer term.,Home Office,Home Office,Removals Integration Programme,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE01,3860000,1,0,0,Operational Delivery,,1
1IE06,N/D,SCS1,"Deputy Director, Operational Intelligence","Responsible for professional standards of operational intelligence in IE; intelligence policy, guidance, compliance and provision of intelligence training; liaison with UK law enforcement; advice on document fraud and forgery trends, in-depth forensic examination of suspect documents and provision of document fraud and forgery training",Home Office,Home Office,Immigration Intelligence,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE01,23180000,1,0,0,Operational Delivery,,1
1IE11,N/D,SCS1,Director of Returns,"""The Director of Returns is responsible for the holding individuals subject to detention under immigration legislation safely and securely, for enforcing their removal from the UK when the appropriate arrangements have been made, to ensure routes are maintained for removals, for the provision of electronic monitoring where it is made a requirement for those released on bail and for operating a programme to assist the departure of irregular migrants and failed asylum seekers who wish to leave the UK voluntarily.""",Home Office,Home Office,Returns Directorate,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE04,10200000,1,0,0,Operational Delivery,,1
1IE01,N/D,SCS1,"Director, Interventions and Sanctions","Working with partners within the Home Office and other government departments, the Director of the Interventions and Sanctions Unit is responsible for the development and systematic application of a range of sanctions in order to deny access to public and financial services by those who are not entitled, thereby removing incentives for people to stay in the UK illegally and encouraging those who remain here unlawfully to regularise their stay or to depart voluntarily.",Home Office,Home Office,Interventions & Sanctions,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2IE04,4670000,1,0,0,Operational Delivery,,1
