Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041082,1000.00,General Fund,Acklam Parish Meeting,17228
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041083,1200.00,General Fund,Aislaby Middleton & Wrelton Parish Counl,17231
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041084,2250.00,General Fund,Allerston & Wilton PC,17544
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041085,2350.00,General Fund,Amotherby Parish Council,17233
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041086,8000.00,General Fund,Ampleforth Parish Council,17235
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041087,510.00,General Fund,Appleton-Le-Moors Parish Council,17237
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041089,575.00,General Fund,Barton Le Willows Parish Council,17248
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041091,1120.00,General Fund,Beadlam Parish Council,17252
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041093,750.00,General Fund,Broughton Parish Meeting,18705
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041094,884.50,General Fund,Bulmer Parish Council,17267
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041095,850.00,General Fund,Burythorpe Parish Council,17268
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041098,2394.50,General Fund,Claxton & Sand Hutton P C,17281
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041100,3000.00,General Fund,Ebberston with Yedingham PC,17301
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041102,1520.50,General Fund,Flaxton Parish Council,17309
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041103,1250.00,General Fund,Foston & Thornton-le-Clay Parish Counci,17687
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041104,1620.00,General Fund,Foxholes with Butterwick Parish Council,17312
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041105,1000.00,General Fund,Ganton with Potter Brompton P Council,17315
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041106,950.00,General Fund,Gate & Upper Helmsley PC,17317
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041108,900.00,General Fund,Gilling East P C,17321
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041110,3000.00,General Fund,Harome Parish Council,17329
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041112,42500.00,General Fund,Helmsley Town Council,17337
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041113,1744.00,General Fund,Heslerton Parish Council,17338
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041114,3008.50,General Fund,Hovingham With Scackleton P Council,17347
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041115,2453.00,General Fund,Hutton Le Hole P C,17350
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041116,1400.00,General Fund,Huttons Ambo P C,17351
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041117,750.00,General Fund,Kirby Grindalythe P C,17370
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041118,825.00,General Fund,Kirby Misperton P C,17369
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041119,36750.00,General Fund,Kirkbymoorside Town Council,17371
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041120,885.00,General Fund,Lastingham Parish Meeting,17374
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041121,800.00,General Fund,Leavening Parish Council,17378
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041123,1750.00,General Fund,Lockton Parish Council,17382
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041124,2100.00,General Fund,Luttons Parish Council,17387
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041125,70500.00,General Fund,Malton Town Council,17389
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041127,2696.50,General Fund,Nawton Parish Council,17401
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041128,1100.00,General Fund,Newton on Rawcliffe Parish Council,17402
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041129,900.00,General Fund,Normanby Parish Council,17405
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041130,71000.00,General Fund,Norton on Derwent Town Council,17407
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041131,750.00,General Fund,Nunnington P C,17415
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041132,1020.00,General Fund,Oswaldkirk P C,17419
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041133,90500.00,General Fund,Pickering Town Council,17425
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services  Other Oprtng,1B9,Central Services  Other Oprtng,1901,Resources and Enabling,Agency and Contracted Services,1901/47002,Precept,47002,14/09/2017,inv0041134,9150.00,General Fund,Rillington Parish Councl,17437
