"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","Home Office","Crime and Policing Group Director General's Office","3CPG01","Grade 7","48004","62239","Private Secretary","1.00","Policy"
"Home Office","Home Office","Crime and Policing Group Director General's Office","3CPG01","EO","23330","30896","Diary Manager","1.00","Policy"
"Home Office","Home Office","Crime and Policing Group Director General's Office","3CPG01","SEO","35114","45232","Deputy Private Secretary","1.00","Policy"
"Home Office","Home Office","Crime and Policing Knowledge Hub","1CPG36","Grade 6","58103","74446","Senior Policy Adviser","1.90","Policy"
"Home Office","Home Office","Crime and Policing Knowledge Hub","1CPG36","HEO-D","27595","38039","Senior Policy Adviser","1.00","Policy"
"Home Office","Home Office","Crime and Policing Knowledge Hub","1CPG36","Grade 7","48004","62239","Senior Policy Adviser","4.53","Policy"
"Home Office","Home Office","Crime and Policing Knowledge Hub","1CPG36","SEO","35114","45232","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Tackling Crime Unit","1CPG15","Grade 6","58103","74446","Senior Policy Adviser","1.78","Policy"
"Home Office","Home Office","Tackling Crime Unit","1CPG15","Grade 7","48004","62239","Senior Policy Adviser","4.00","Policy"
"Home Office","Home Office","Tackling Crime Unit","1CPG15","SEO","35114","45232","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Tackling Crime Unit","1CPG15","HEO","28280","37797","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Tackling Crime Unit","1CPG15","EO","23330","30896","Policy Support Officer","5.00","Policy"
"Home Office","Home Office","Tackling Crime Unit","1CPG15","AO","20352","24336","Policy Support Officer","1.00","Policy"
"Home Office","Home Office","Drug and Alcohol Unit","1CPG12","Grade 6","58103","74446","Senior Policy Adviser","1.03","Policy"
"Home Office","Home Office","Drug and Alcohol Unit","1CPG12","Grade 7","48004","62239","Senior Policy Adviser","5.00","Policy"
"Home Office","Home Office","Drug and Alcohol Unit","1CPG12","SEO","35114","45232","Policy Adviser","8.60","Policy"
"Home Office","Home Office","Drug and Alcohol Unit","1CPG12","HEO","28280","37797","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Drug and Alcohol Unit","1CPG12","EO","23330","30896","Policy Support Officer","2.69","Policy"
"Home Office","Home Office","Drug and Firearms Licensing Unit","1CPG12","Grade 7","48004","62239","Operational Manager","1.00","Operational Delivery"
"Home Office","Home Office","Drug and Firearms Licensing Unit","1CPG12","Grade 6","58103","74446","Operational Manager","1.00","Operational Delivery"
"Home Office","Home Office","Drug and Firearms Licensing Unit","1CPG12","SEO","35114","45232","Operational Manager","3.00","Operational Delivery"
"Home Office","Home Office","Drug and Firearms Licensing Unit","1CPG12","HEO","28280","37797","Compliance Manager","9.00","Operational Delivery"
"Home Office","Home Office","Drug and Firearms Licensing Unit","1CPG12","EO","23330","30896","Caseworker","4.00","Operational Delivery"
"Home Office","Home Office","Drug and Firearms Licensing Unit","1CPG12","AO","20352","24336","Caseworker","7.00","Operational Delivery"
"Home Office","Home Office","Policing","2CPG04","SEO","35114","45232","Business Manager","1.00","Policy"
"Home Office","Home Office","Police Strategy and Reform Unit","1CPG08","Grade 6","58103","74446","Senior Policy Adviser","1.60","Policy"
"Home Office","Home Office","Police Strategy and Reform Unit","1CPG08","Grade 7","48004","62239","Senior Policy Adviser","4.00","Policy"
"Home Office","Home Office","Police Strategy and Reform Unit","1CPG08","SEO","35114","45232","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Police Strategy and Reform Unit","1CPG08","HEO-D","27595","38039","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Police Strategy and Reform Unit","1CPG08","EO","23330","30896","Policy Support Officer","2.00","Policy"
"Home Office","Home Office","Police Strategy and Reform Unit","1CPG08","AO","20352","24336","Personal Assistant to Head of Unit","1.00","Policy"
"Home Office","Home Office","Police Workforce and Capability Unit","1CPG20","Grade 6","58103","74446","Senior Policy Adviser","5.00","Policy"
"Home Office","Home Office","Police Workforce and Capability Unit","1CPG20","Grade 7","48004","62239","Senior Policy Adviser","10.00","Policy"
"Home Office","Home Office","Police Workforce and Capability Unit","1CPG20","SEO","35114","45232","Policy Adviser","4.00","Policy"
"Home Office","Home Office","Police Workforce and Capability Unit","1CPG20","HEO","28280","37797","Policy Adviser","1.80","Policy"
"Home Office","Home Office","Police Workforce and Capability Unit","1CPG20","AO","20352","24336","Policy Support Officer","1.00","Policy"
"Home Office","Home Office","Police Workforce and Capability Unit","1CPG20","EO","23330","30896","Policy Support Officer","2.00","Policy"
"Home Office","Home Office","Police Science and Technology Unit","2CPG13","Grade 6","58103","74446","Senior Policy Adviser","4.33","Policy"
"Home Office","Home Office","Police Science and Technology Unit","2CPG13","Grade 7","48004","62239","Senior Policy Adviser","5.20","Policy"
"Home Office","Home Office","Police Science and Technology Unit","2CPG13","SEO","35114","45232","Policy Adviser","3.00","Policy"
"Home Office","Home Office","Police Science and Technology Unit","2CPG13","HEO","28280","37797","Police Adviser","4.00","Policy"
"Home Office","Home Office","Police Science and Technology Unit","2CPG13","EO","23330","30896","Policy Support Officer","1.00","Policy"
"Home Office","Home Office","Police Integrity and Powers Unit","1CPG26","Grade 6","58103","74446","Senior Policy Adviser","1.94","Policy"
"Home Office","Home Office","Police Integrity and Powers Unit","1CPG26","Grade 7","48004","62239","Senior Policy Adviser","5.00","Policy"
"Home Office","Home Office","Police Integrity and Powers Unit","1CPG26","SEO","35114","45232","Policy Adviser","2.60","Policy"
"Home Office","Home Office","Police Integrity and Powers Unit","1CPG26","HEO","28280","37797","Policy Adviser","4.00","Policy"
"Home Office","Home Office","Police Integrity and Powers Unit","1CPG26","EO","23330","30896","Policy Support Officer","2.00","Policy"
"Home Office","Home Office","Public Order","2CPG05","Grade 6","58103","74446","Senior Policy Adviser","1.00","Policy"
"Home Office","Home Office","Public Order","2CPG05","Grade 7","48004","62239","Senior Policy Adviser","2.00","Policy"
"Home Office","Home Office","Public Order","2CPG05","SEO","35114","45232","Policy Adviser","2.00","Policy"
"Home Office","Home Office","Public Order","2CPG05","HEO","28280","37797","Policy Adviser","3.00","Policy"
"Home Office","Home Office","Public Order","2CPG05","AO","20352","24336","Policy Support Officer","1.00","Policy"
"Home Office","Home Office","UK Football Policing Unit","1CPG15","Grade 6","58103","74446","Head of Unit","1.00","Policy"
"Home Office","Home Office","UK Football Policing Unit","1CPG15","Grade 7","48004","62239","Deputy Head of Unit","2.00","Policy"
"Home Office","Home Office","UK Football Policing Unit","1CPG15","SEO","35114","45232","Senior Analyst","1.00","Policy"
"Home Office","Home Office","UK Football Policing Unit","1CPG15","HEO","28280","37797","Operational Manager","5.00","Policy"
"Home Office","Home Office","UK Football Policing Unit","1CPG15","EO","23330","30896","Caseworker","5.00","Policy"
"Home Office","Home Office","UK Football Policing Unit","1CPG15","AO","20352","24336","Business Support Officers","1.00","Policy"
"Home Office","Home Office","Efficiency and Resources Unit","1CPG48","Grade 6","58103","74446","Senior Policy Adviser","3.72","Policy"
"Home Office","Home Office","Efficiency and Resources Unit","1CPG48","Grade 7","48004","62239","Senior Policy Adviser","7.54","Policy"
"Home Office","Home Office","Efficiency and Resources Unit","1CPG48","SEO","35114","45232","Policy Adviser","4.89","Policy"
"Home Office","Home Office","Efficiency and Resources Unit","1CPG48","HEO","28280","37797","Policy Adviser","5.00","Policy"
"Home Office","Home Office","Efficiency and Resources Unit","1CPG48","EO","23330","30896","Policy Support Officer","5.00","Policy"
"Home Office","Home Office","Resources and Planning Unit","2CPG07","Grade 6","58103","74446","Head of Unit","0.80","Policy"
"Home Office","Home Office","Resources and Planning Unit","2CPG07","Grade 7","48004","62239","Corporate Services Support","16.41","Planning"
"Home Office","Home Office","Resources and Planning Unit","2CPG07","SEO","35114","45232","Corporate Services Support","17.40","Planning"
"Home Office","Home Office","Resources and Planning Unit","2CPG07","HEO","28280","37797","Corporate Services Support","11.00","Planning"
"Home Office","Home Office","Resources and Planning Unit","2CPG07","EO","23330","30896","Corporate Services Support","5.00","Planning"
"Home Office","Home Office","Resources and Planning Unit","2CPG07","AO","20352","24336","Corporate Services Support","3.00","Planning"
"Home Office","Home Office","Emergency Services Mobile Communications Programme","2CPG10","Grade 6","58103","74446","Programme Manager","14.00","Programme and Project Management (PPM)"
"Home Office","Home Office","Emergency Services Mobile Communications Programme","2CPG10","Grade 7","48004","62239","Programme Manager","28.89","Programme and Project Management (PPM)"
"Home Office","Home Office","Emergency Services Mobile Communications Programme","2CPG10","SEO","35114","45232","Project Manager","10.51","Programme and Project Management (PPM)"
"Home Office","Home Office","Emergency Services Mobile Communications Programme","2CPG10","EO","23330","30896","Project Support","0.90","Programme and Project Management (PPM)"
"Home Office","Home Office","Emergency Services Mobile Communications Programme","2CPG10","HEO","28280","37797","Project Support Officer","10.67","Programme and Project Management (PPM)"
"Home Office","Home Office","Modern Slavery Unit","1CPG14","Grade 6","58103","74446","Senior Policy Adviser","2.00","Policy"
"Home Office","Home Office","Modern Slavery Unit","1CPG14","Grade 7","48004","62239","Senior Policy Adviser","2.00","Policy"
"Home Office","Home Office","Modern Slavery Unit","1CPG14","SEO","35114","45232","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Modern Slavery Unit","1CPG14","HEO","28280","37797","Policy Adviser","0.75","Policy"
"Home Office","Home Office","Modern Slavery Unit","1CPG14","EO","23330","30896","Policy Support Officer","1.00","Policy"
"Home Office","Home Office","Historic Police Misconduct Investigations","1CPG49","Grade 7","48004","62239","Senior Policy Adviser","2.00","Policy"
"Home Office","Home Office","Historic Police Misconduct Investigations","1CPG49","SEO","35114","45232","Policy Adviser","2.00","Policy"
"Home Office","Home Office","Historic Police Misconduct Investigations","1CPG49","HEO","28280","37797","Policy Adviser","1.00","Policy"
"Home Office","Home Office","Public Protection","1CPG42","Grade 6","58103","74446","Senior Policy Adviser","3.00","Policy"
"Home Office","Home Office","Public Protection","1CPG42","Grade 7","48004","62239","Senior Policy Adviser","6.60","Policy"
"Home Office","Home Office","Public Protection","1CPG42","SEO","35114","45232","Policy Adviser","3.00","Policy"
"Home Office","Home Office","Public Protection","1CPG42","HEO","28280","37797","Policy Adviser","5.58","Policy"
"Home Office","Home Office","Public Protection","1CPG42","EO","23330","30896","Policy Support Officer","4.60","Policy"
"Home Office","Home Office","Safeguarding Unit","1CPG46","Grade 6","58103","74446","Senior Policy Adviser","2.00","Policy"
"Home Office","Home Office","Safeguarding Unit","1CPG46","Grade 7","48004","62239","Senior Policy Adviser","7.89","Policy"
"Home Office","Home Office","Safeguarding Unit","1CPG46","SEO","35114","45232","Policy Adviser","5.00","Policy"
"Home Office","Home Office","Safeguarding Unit","1CPG46","HEO","28280","37797","Policy Adviser","5.00","Policy"
"Home Office","Home Office","Safeguarding Unit","1CPG46","EO","23330","30896","Policy Support Officer","3.07","Policy"
"Home Office","Home Office","Safeguarding Unit","1CPG46","AO","20352","24336","Policy Support Officer","1.00","Policy"
"Home Office","Home Office","Airwave","1CPG44","Grade 6","58103","74446","Programme Manager","1.00","Policy"
