Org Code Desc,Dept Family,Entity,Payment Date,Expense Type,Expense Area,Supplier,Invoice Num,Amount
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,12-May-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1376618,"63,223.54"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,12-May-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1376618,"12,644.71"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,12-May-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1376618,"-12,644.71"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,12-May-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1376620,"91,263.75"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,12-May-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1376620,"18,252.75"
AIREDALE NHS FOUNDATION TRUST,BRADFORD PATHOLOGY JV,BRADFORD PATHOLOGY JV,12-May-2017,LABORATORY REAGENTS,BRADFORD PATHOLOGY JOINT VENTURE,BECKMAN COULTER UK LTD,1376620,"-18,252.75"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,OFFICE OF THE CHIEF EXECUTIVE,12-May-2017,NATIONAL QC AND ACCREDITATION FEES,OFFICE OF THE CHIEF EXECUTIVE,CARE QUALITY COMMISSION,42147218,"202,239.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,05-May-2017,RATES,RATES,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,31000215-17/18,"292,190.00"
AIREDALE NHS FOUNDATION TRUST,SURGICAL SERVICES,SURGICAL SERVICES,12-May-2017,HEALTHCARE FROM COMMERCIAL SECTOR,SURGICAL SERVICES,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,74991641532,"132,600.00"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,19-May-2017,GAS,UTILITIES,CORONA ENERGY LTD,11955081,"42,667.76"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,ESTATES,19-May-2017,GAS,UTILITIES,CORONA ENERGY LTD,11955081,"8,533.55"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,26-May-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,FRONTIS HOMES LTD,ARINV/00003307,"27,927.00"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,19-May-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST2003,"36,215.65"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,MEDICAL MANAGEMENT,19-May-2017,AGENCY NURSING,MEDICAL MANAGEMENT,HB RETINUE LTD,ANHST2177,"22,096.07"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,19-May-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00582,"12,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,19-May-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00582,"24,000.00"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,STRATEGY & BUSINESS DEVELOPMENT,19-May-2017,OTHER GENERAL SUPPLIES AND SERVICES,STRATEGY & DEV,IMMEDICARE LLP,IMM00582,"2,400.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,19-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/10,"321,857.38"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,19-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,INTEGRATED HEALTH PROJECTS JOINT VENTURE,6461/10,"64,371.48"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,12-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JOHNSON CONTROLS LTD,26130066595,"33,770.70"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,12-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,JOHNSON CONTROLS LTD,26130066595,"6,754.14"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,05-May-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018018287,-789.08
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,05-May-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018018287,"85,769.78"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,12-May-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018022345,-778.45
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,12-May-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018022345,"84,614.46"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,19-May-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018027448,-839.09
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,19-May-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018027448,"91,205.64"
AIREDALE NHS FOUNDATION TRUST,CORPORATE SERVICES,FINANCE,26-May-2017,SALES OF GOODS,FINANCE DEPARTMENT,NHS SUPPLY CHAIN,1018033010,-745.97
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,26-May-2017,OTHER CREDITORS < ONE YEAR,BALANCE SHEET,NHS SUPPLY CHAIN,1018033010,"81,083.31"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"4,560.65"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"2,128.04"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"13,450.35"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"4,560.65"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"2,211.80"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,434.36
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"-4,560.65"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,425.61
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,912.13
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,86.87
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"2,690.07"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,-425.61
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,-86.87
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,442.36
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,-912.13
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,"-2,690.07"
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,THERAPY SERVICES,26-May-2017,PATIENTS APPLIANCES : PURCHASE,MOBILITY SERVICES,PEACOCKS MEDICAL GROUP LTD,162,-442.36
AIREDALE NHS FOUNDATION TRUST,INTEGRATED CARE GROUP,PHARMACY,19-May-2017,DRUGS,DRUGS,ROCHE PRODUCTS LTD,1321942430,"27,106.61"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,19-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,SCHEIDT & BACHMANN (U K) LTD,S&B-GB208806,"29,273.00"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,19-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,SCHEIDT & BACHMANN (U K) LTD,S&B-GB208806,"72,789.10"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,19-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,SCHEIDT & BACHMANN (U K) LTD,S&B-GB208806,"5,854.60"
AIREDALE NHS FOUNDATION TRUST,BALANCE SHEET,BALANCE SHEET,19-May-2017,ADDITIONS - NON RESIDENTIAL BUILDINGS,BALANCE SHEET,SCHEIDT & BACHMANN (U K) LTD,S&B-GB208806,"14,557.82"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,26-May-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900319942,"147,542.29"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,26-May-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900319942,"29,508.46"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,26-May-2017,EXTERNAL CONTRACTS : CATERING,CATERING,SODEXO LTD TA SODEXO HEALTHCARE SERVICES,9900319942,"-29,508.46"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002361,"35,551.02"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002361,"7,110.20"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002361,"-7,110.20"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002399,"38,058.28"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002399,"7,611.66"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002399,"-7,611.66"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002441,"37,941.74"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002441,"7,588.35"
AIREDALE NHS FOUNDATION TRUST,FACILITIES,FACILITIES,19-May-2017,EXTERNAL CONTRACTS : LAUNDRY,LAUNDRY SERVICES,SYNERGY HEALTH MANAGED SERVICES LTD,40002441,"-7,588.35"
