Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
,,,,,,,,,,,,,,,,,,,,,,
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children's and Education Services,4,LIZ GODMAN EDUCATION CONSULTANCY LTD,Redacted,Not yet available,Not yet available,Not yet available,25/09/2015,22880389,1,2860,Nil,Activities School Improvement,Revenue,Children and Young People,CAT05,Educational Services,29360,Not yet available
Wakefield MDC,E08000036,30/06/2015,CHILDYOU,Children's and Education Services,4,MARTIN SHEVILL CONSULTANCY LTD,Redacted,Not yet available,Not yet available,Not yet available,13/07/2015,22824637,1,528,Nil,Activities School Improvement,Revenue,Children and Young People,CAT05,Educational Services,29360,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,Not yet available,Not yet available,Not yet available,21/08/2015,22848120,1,526,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,Not yet available,Not yet available,Not yet available,11/08/2015,22844585,1,1155,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,Not yet available,Not yet available,Not yet available,30/07/2015,22839131,1,1419.6,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,DIRECT FABRICATIONS (YORKSHIRE) LTD,Redacted,Not yet available,Not yet available,Not yet available,03/07/2015,22816098,1,1480.2,Nil,Adaptations,Revenue,Property & Asset Management,CAT01,Steel Fabricators & Erectors,73510,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,10/09/2015,22865986,1,535,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,25/08/2015,22780772,1,565,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
Wakefield MDC,E08000036,30/06/2015,ADULTS,Adult Social Care,7,POLLOCK LIFTS,Redacted,Not yet available,Not yet available,Not yet available,08/09/2015,22864238,1,620,Nil,Adaptations,Revenue,Adult Services,CAT04,Stairlifts - Mnfrs & Installers,73190,Not yet available
