"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Attorney General's Office","Government Legal Department","Bona Vacantia","3","AO","21650","23200","Legal Support Officer","14.00","Law"
"Attorney General's Office","Government Legal Department","Bona Vacantia","3","EO","24900","28800","Legal Officer","12.40","Law"
"Attorney General's Office","Government Legal Department","Bona Vacantia","3","G6","60600","74000","Senior Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Bona Vacantia","3","G7","48000","59000","Legal Adviser","6.00","Law"
"Attorney General's Office","Government Legal Department","Bona Vacantia","3","HEO","29290","34000","Legal Manager","10.50","Law"
"Attorney General's Office","Government Legal Department","Bona Vacantia","3","SEO","35900","41600","Legal Manager","3.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division","35","EO","24900","28800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division","35","LT","24850","26900","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division - Cabinet Office European Legal Advisers","36","G6","60600","74000","Senior Legal Adviser","6.54","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division - Cabinet Office European Legal Advisers","36","G7","48000","59000","Legal Adviser","1.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division - European Litigation","37","AO","21650","23200","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division - European Litigation","37","EO","24900","28800","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division - European Litigation","37","G6","60600","74000","Senior Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office European Law Division - European Litigation","37","G7","48000","59000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Constitutional Law Team","40","G6","60600","74000","Senior Legal Adviser","4.58","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Constitutional Law Team","40","G7","48000","59000","Legal Adviser","4.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Corporate & Government Service Legal Team","39","AO","21650","23200","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Corporate & Government Service Legal Team","39","G6","60600","74000","Senior Legal Adviser","5.50","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Corporate & Government Service Legal Team","39","G7","48000","59000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Corporate & Government Service Legal Team","41","G6","60600","74000","Senior Legal Adviser","4.20","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Corporate & Government Service Legal Team","41","G7","48000","59000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Cabinet Office Legal - Corporate & Government Service Legal Team","41","LO","35950","43200","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group","49","G7","48000","59000","Operational Team Manager","1.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Commercial Law Group","49","SEO","35900","41600","Operational Manager","2.00","Operational Delivery"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","EO","24900","28800","Legal Support Officer","6.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","G6","60600","74000","Senior Legal Adviser","7.28","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","G7","48000","59000","Legal Adviser","13.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","HEO","29290","34000","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","LO","35950","43200","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team A - Commercial Litigation","50","LT","24850","26900","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","EO","24900","28800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","G6","60600","74000","Senior Legal Adviser","6.60","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","G7","48000","59000","Legal Adviser","4.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","LO","35950","43200","Legal Manager","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team B - Transactional, CO, CCS, DCMS, HMT","51","LT","24850","26900","Legal Trainee","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","AO","21650","23200","Legal Support Officer","2.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","EO","24900","28800","Legal Support Officer","0.92","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","G6","60600","74000","Senior Legal Adviser","7.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","G7","48000","59000","Legal Adviser","3.61","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team C - DH","52","LO","35950","43200","Legal Manager","2.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team D - HO, DCLG","53","G6","60600","74000","Senior Legal Adviser","2.80","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team D - HO, DCLG","53","G7","48000","59000","Legal Adviser","2.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team E - DEFRA, DFE","54","EO","24900","28800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team E - DEFRA, DFE","54","G6","60600","74000","Senior Legal Adviser","4.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team E - DEFRA, DFE","54","G7","48000","59000","Legal Adviser","7.27","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team F - MOJ","55","G6","60600","74000","Senior Legal Adviser","8.50","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team F - MOJ","55","G7","48000","59000","Legal Adviser","5.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team G - DWP","56","EO","24900","28800","Legal Support Officer","1.00","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team G - DWP","56","G6","60600","74000","Senior Legal Adviser","10.61","Law"
"Attorney General's Office","Government Legal Department","Commercial Law Group Team G - DWP","56","G7","48000","59000","Legal Adviser","15.26","Law"
