"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level A1 (Lon)","17940","18464","Administrative Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level A2 (Lon)","20120","21519","Administrative Officer","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B1 (Lon)","24539","28234","Communications Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B1 (Lon)","24539","28234","Complaints Co-ordinator","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B1 (Lon)","24539","28234","Executive Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B1 (Lon)","24539","28234","Senior Personal Assistant","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B2 (Lon)","28604","33158","Communications Officer","1.50","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B2 (Lon)","28604","33158","Executive Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B2 (Lon)","28604","33158","Press Officer","3.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B2 (Lon)","28604","33158","Web Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B2 (Nat)","27612","31543","Communications Officer","0.51","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B3 (Lon)","35338","43112","Business Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B3 (Lon)","35338","43112","Communications Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B3 (Lon)","35338","43112","Head of Correspondence Unit","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level B3 (Lon)","35338","43112","Senior Press Officer","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level D Admin (Lon)","49152","64398","Chief Press Officer","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level D Admin (Lon)","49152","64398","Communications Manager","1.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ Communications","CPS-S-020","Level E Admin (Lon)","65655","75195","Head of Unit","2.00","Operational Delivery"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Business Centre Support Officer","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Contracts Manager","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Customer Engagement Manager","1.81","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Finance Support Officer","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Project Support Officer","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Senior Practitioner","3.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Senior Service Desk Analyst","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B1 (Nat)","23509","26672","Solutions Developer","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B2 (Lon)","28604","33158","Business Line Expert","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B2 (Lon)","28604","33158","Contracts Manager","1.00","Information Technology"
"Crown Prosecution Service","Crown Prosecution Service","HQ BIS","CPS-S-025","Level B2 (Lon)","28604","33158","Project Manager","1.00","Information Technology"
