Body Name,Body,Service Label    ,Service Code,Service Division Label,Service Division Code,Organisational Unit,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,Net Amount, Capital and Revenue,Supplier Name,Supplier_ID
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20201/VR100,Repairs By Outside Garages,20201,23/03/18,inv0044507,226.2,Control Holding and SU Accnts,A & P Sedman Ltd,17580
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20201/VR111,Repairs By Outside Garages,20201,23/03/18,inv0044509,630,Control Holding and SU Accnts,A & P Sedman Ltd,17580
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20201/VR111,Repairs By Outside Garages,20201,23/03/18,inv0044505,40,Control Holding and SU Accnts,A & P Sedman Ltd,17580
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20201/VR113,Repairs By Outside Garages,20201,23/03/18,inv0044508,130,Control Holding and SU Accnts,A & P Sedman Ltd,17580
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20201/VY205,Repairs By Outside Garages,20201,23/03/18,inv0044506,40,Control Holding and SU Accnts,A & P Sedman Ltd,17580
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2452/20201/VR113,Repairs By Outside Garages,20201,27/03/18,inv0044503,175,Control Holding and SU Accnts,A & P Sedman Ltd,17580
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Delivery & Front Line Services,Transport Related Expenses,2461/20201/VY204,Repairs By Outside Garages,20201,27/03/18,inv0044504,535,Control Holding and SU Accnts,A & P Sedman Ltd,17580
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Holding Accounts,2202,Resources and Enabling,Premises,2211/10001,Premises Rep.& Maint.-Out.Contractor,10001,08/03/18,inv0044203,584,Control Holding and SU Accnts,A D Environmental Ltd,21613
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Elections,1104,Customer Service,Supplies and Services,1032/33002,Printing & Stationery,33002,01/03/18,inv0044174,565.7,General Fund,Adare Limited,17824
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Elections,1104,Resources and Enabling,Supplies and Services,1032/33002,Printing & Stationery,33002,23/03/18,inv0044536,564.25,General Fund,Adare Limited,17824
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Cultural and Related Services,1A2,Recreation and Sport,1203,Customer Service,Supplies and Services,1121/37313,Grant - Community Grants,37313,08/03/18,inv0044186,500,General Fund,Aislaby & Middleton Village Hall,17533
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Central Services to the Public,1A1,Local Tax Collection,1103,Resources and Enabling,Supplies and Services,1023/34112,Income Processing Charges,34112,08/03/18,inv0044282,705.56,General Fund,allpay Limited,20775
Ryedale District Council,http://statistics.data.gov.uk/id/local-authority/36UF,Holding Accounts,2A2,Other Holding Accounts,2203,Customer Service,Transport Related Expenses,2414/21001,Lease Costs,21001,01/03/18,inv0043938,147.48,Control Holding and SU Accnts,Automotive Leasing,17997
