OrganisationLabel,OrganisationURI,EffectiveDate,ContractReference,ContractTitle,OrganisationalUnit,Description,ProcurementCategory,StartDate,EndDate,ReviewDate,OptionToExtend,ExtensionPeriod,ContractValue,IrrecoverableVAT,SupplierName,CharityCommissionNumber,SMESupplier,VCSESupplier,ContactName,ProcessType
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,9837-WEBB,Provide a firework show,CITY DEVELOPMENT,277 - Bought In Professional Services,,15/12/2014,,,,,"£7,000",0,"21Cc Fireworks Llp, Hopetoun Sawmill, Hopetoun Estate, Edinburgh, Eh30 9Sl",,b) Micro,,Alexander Webb-Ingall,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,12817,"Provision of Mobile Patrol officer",ENVIRONMENT & HOUSING,8 - Agency Staff,,12/12/2014,,,,,"£13,122",0,"4 Site Security Services Ltd, Bank House, Parkfield Street, Leeds, Ls11 5Ph",,c) Small,,Elizabeth Jarmin ,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,18774,To provide 2 ICONIC 25 LED screens,CITY DEVELOPMENT,203 - Operational Furniture And Equipment,,12/12/2014,,,,,"£5,450",0,"Adi Uk Ltd, Pittman Court Pittman Way, Fulwood, Preston, Pr2 9Zg",,d) Medium,,Alexander Webb-Ingall,Quote
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,8309,DECORATIONS TO 3RD FLOOR,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,31/12/2014,,,,,"£6,300",0,"Alfred Bagnall & Sons (Leeds) Ltd, 6 Manor Lane, Shipley, Bradford, Bd18 3Rd",,c) Small,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,200061548,Care Home,ADULT SOCIAL CARE,561 - Payments To Voluntary Organisations,,24/12/2014,,,,,"£9,167",0,"Anchor Trust, Burnbank House  Balliol Business Park, Benton Lane  Longbenton, Newcastle Upon Tyne, Ne12 8Ew",,e) Large,,Tony Bailey,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,7605,Boundary Fencing and Mesh,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,16/12/2014,,,,,"£9,845",0,"Beacon Construction & Joinery Ltd, Beacon House, 1 Kildare Terrace, Leeds, Ls12 1Db",,Other/Not known,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,L11796,INTERNAL & EXTERNAL REDECORATION,CENTRAL & CORPORATE,265 - Other Hired And Contracted Services,,24/12/2014,,,,,"£8,303",0,"Bell Group Uk, Bell Business Park, Rochsolloch Road, Airdrie, Ml6 9Bg",,e) Large,,Derek Prest,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,S230DEP072,Deposit for supply of teaching,CENTRAL & CORPORATE,202 - Teaching Materials,,24/12/2014,,,,,"£5,000",0,"Blackwell Uk Ltd, Blackwells, Ar Department, Po Box  757, Oxford, Ox1 2Yx",,e) Large,,Grace Kelly,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,4338,In House Fostering,CHILDRENS SERVICES,507 - General External Residential Placements,,31/12/2014,,,,,"£129,483",0,"Bryn Melyn Care Ltd, 2 High Street, Dawley, Telford, Tf4 2Et",,Other/Not known,,,Other
Leeds City Council,http://opendatacommunities.org/id/metropolitan-district-council/leeds,31/12/2014,23501,Various Shelving,ADULT SOCIAL CARE,203 - Operational Furniture And Equipment,,01/12/2014,,,,,"£14,000",0,"Brysdales Limited, Brysdale House, Drumhead Road, Chorley, Pr6 7De",,Other/Not known,,Gillian Eastwood,Other
