Body_Name,Body,Payment Date,Transaction Number,Department,Supplier Name,Supplier Post Code,Expenditure Category,Net Amount
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151019,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,200-R & M of Buildings,422.5200000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151019,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,200-R & M of Buildings,100.5600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151019,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,269.4700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,208.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,86.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,51.3000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,86.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,86.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,694.2500000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,86.6000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,36.9000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,73.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,222.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,423.4600000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,49.7000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151021,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,877.2700000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151022,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,40.4900000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151022,P-Card,C-Commercial and Operations,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,174.8000000000
Nottingham City Council,http://data.ordnancesurvey.co.uk/id/7000000000038857,20151023,P-Card,N-Development & Growth - Services,BUNZL CLEANING SUPPLIE,,404-Cleaning & Domestic Supp,261.7400000000
