Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Payscale Minimum (£),Payscale Maximum (£),Generic Job Title,Number of Posts in FTE,Professional/Occupational Group
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OF1,16468,33507,Military,305,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,Adult Apprentice,18440,19548,Engineering Civ Apprentices,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Retired Offr 2,30437,36696,Direct Military Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Business Manager,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,Locally Employed Civilian (LEC),0,0,Locally Employed Civilian (LEC),4167,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,Academic Profr of Music (Eng) - 2018,53112,53112,Teaching,0.94,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OF2,38848,46199,Military,2831,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,Apprentice,14164,18139,Civilian HR Service Provider,7,Human Resources
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Retired Offr 2,30437,36696,Estate Advice,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Executive Assistant,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,Academic Profr of Music (Eng),53112,53112,Specialist Instruction,2.56,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,Admiralty Pilot,44280,54475,Port Operations,17.36,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OF3,48934,58605,Military,1544,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,Apprentice,14164,18139,Engineering Civ Apprentices,187,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Retired Offr 2,30437,36696,Range Management,2,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Legal Support Officer,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,Academic Profr of Music (Eng),53112,53112,Training Support,1.62,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,Admiralty Pilot (Trainee),40523,48149,Port Operations,4,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OF4,68679,79524,Military,601,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,Apprentice,14164,18139,Technical [Trades],11,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Retired Offr 2,30437,36696,Reporting and Controls,1,Finance
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E2,15779,19003,Legal Support Officer,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,Ambulance Practitioner,18402,21798,Medical Technical,6,Medicine
Ministry of Defence,Ministry of Defence,Navy Command,1105340,Associate Specialist 2008,52122,85797,Hospital Doctor/Consultant,1,Medicine
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OF5,83205,91466,Military,156,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,Apprentice,14164,18139,Through Life Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Retired Offr 2,30437,36696,Soft Facilities Management,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Legal Adviser,1,Law
Ministry of Defence,Ministry of Defence,Army,1167535,Area Manager,49318,51901,Fire Service,21,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Business Management,5,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR1,17945,29651,Military,3,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Administrative Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Skill Zone 4,22372,25179,Estate Advice,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Legal Adviser,3,Law
Ministry of Defence,Ministry of Defence,Army,1167535,Assistant Head Teacher,37836,106148,Teaching,4.05,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Decision Support,2,Finance
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR2,17945,29651,Military,9404,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,AeroEng(Aero/Struct/Mech),1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Skill Zone 4,22372,25179,Project Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF4,68679,79524,Legal Adviser,1,Law
Ministry of Defence,Ministry of Defence,Army,1167535,Assistant Head Teacher,37836,106148,Teaching L'ship,4.05,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Estate Planning,1,Property and asset management
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR3,17945,29651,Military,596,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,AeroEng(Electronics/Avionics),2,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,Skill Zone 4,22372,25179,Technical [Trades],86.39,Science and Engineering
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Legal Support Officer,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,Aviation Offr 2,35285,36696,Transport & Movement,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Estates Management,1,Property and asset management
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR4,27054,33998,Military,5159,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Business Management,16.94,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Administrative Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Legal Support Officer,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Business Management,7,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Inventory Management,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR6,30750,37836,Military,3867,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Civilian HR Service Provider,1,Human Resources
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Audit and Assurance,1,Internal Audit
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF5,83205,91466,Legal Adviser,1,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Decision Support,6,Finance
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Naval Architecture,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR7,34039,44315,Military,2218,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Combat Systems Engineering,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Business Management,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Legal Adviser,3,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Legal,1,Law
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Programme Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR8,34039,44315,Military,87,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Commercial Analysis,1,Procurement
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Commercial Operations,2,Procurement
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Legal Support Officer,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Museum,1,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,"Safety,Health,Enviroment&Fire",1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,OR9,39548,47902,Military,701,Military
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Commercial Operations,20.64,Procurement
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Commercial Strategy,1,Procurement
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Legal Adviser,9,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Occupational Psychology,1,Psychology
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B1,57000,72907,Secretariat & Private Office,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Principal Lecturer RMAS/BRNC,47942,59535,Teaching,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Commercial Strategy,9,Procurement
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Decision Support,2,Finance
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Legal Adviser,17,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Operational Analysis,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Administrative Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 1,38197,44711,Direct Military Support,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Consultancy,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,EnvironmentalManagementAssessm,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Legal Adviser,4,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Policy Advisor,1,Policy
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,AeroEng(Aero/Struct/Mech),1,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 1,38197,44711,Service HR Expert,1,Human Resources
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Contract Perf Meas & Mgnt,13,Procurement
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Estate Planning,1.77,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Legal Adviser,4,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Programme Management,2,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Business Management,5,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 1,38197,44711,Training Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Decision Support,12,Finance
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Estate Surveying,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Legal Support Officer,6,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Project Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Civilian HR Expert,1,Human Resources
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 2,30437,36696,Business Management,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Estate Planning,1,Property and asset management
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Estates Management,8,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Legal Support Officer,5,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B1,57000,72907,Systems Engineering,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Community Development Work,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 2,30437,36696,Combat Systems Engineering,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Government Quality Assurance,2,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Housing Service Delivery,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Business Manager,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Administrative Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Decision Support,4.8,Finance
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 2,30437,36696,Community Service,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Information Assurance,1,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Knowledge Info Management,2,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Legal Adviser,7,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Business Management,8,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Estates Management,1,Property and asset management
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 2,30437,36696,Direct Military Support,7.5,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Information Technology,1,Information Technology
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Legal,1.8,Law
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Legal Adviser,4,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Commercial Operations,0.93,Procurement
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,External Communications,1,Communications
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 2,30437,36696,Service HR Service Provider,1,Human Resources
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Inventory Management,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Performance Management,1,Internal Audit
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Legal Support Officer,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Decision Support,6.7,Finance
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Historical,3,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr 3,25856,29383,Business Management,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Investigative Accounting,1,Finance
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Policy Advisor,3,Policy
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF4,68679,79524,Legal Adviser,1,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Internal Communications,1,Communications
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Inventory Management,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Retired Offr (Prinl),48421,60130,Business Management,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Marine Engineering,1.64,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Programme Management,6,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B1,57000,72907,Legal Adviser,4,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Knowledge Info Management,1,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Naval Architecture,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Senior Medical Officer,74372,84551,Defence Export Services,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Naval Architecture,5,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Project Management,10,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Legal Adviser,1,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Occupational Psychology,1,Psychology
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Nuclear Propulsion,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Senior Medical Officer,74372,84551,Gen Practice Medical,1,Medicine
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Nuclear Propulsion,5,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Reporting and Controls,1,Finance
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,Pat Off2,65427,77736,Legal Adviser,9,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Policy Advisor,1,Policy
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Nuclear Weapons,3,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,MEDICAL OFFICER - 2185,56436,69409,Gen Practice Medical,1,Medicine
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Nuclear Weapons,4,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,"Safety,Health,Enviroment&Fire",1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,Pat Off1,69409,83714,Legal Adviser,2,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Programme Management,1,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Operational Analysis,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,MEDICAL OFFICER - 2185,56436,69409,Service HR Service Provider,1,Information Technology
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Performance Management,2,Internal Audit
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Secretariat & Private Office,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,Pat Off3A,40151,59535,Legal Adviser,2,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Project Management,2,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Port Operations,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Civilian Medical Practitioner,65722,78076,Gen Practice Medical,1.4,Medicine
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Policy Advisor,2,Policy
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Soft Facilities Management,2,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,Pat Off3b,29258,43188,Legal Adviser,4,Law
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Engineering & Science,2,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Programme Management,4.56,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Burnham Lecturer 2 (C2 Equiv),30136,43188,Teaching,9.5,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Programme Management,83,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Sustainable Development,0.81,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,D,23661,29383,Legal Support Officer,4,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Secretariat & Private Office,5,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Project Management,6,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Senior Lecturer,46296,48149,Teaching,14,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Project Management,34,Programme and Project Management (PPM)
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Technical [Trades],1,Science and Engineering
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,E1,18554,22345,Legal Support Officer,5,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Systems Engineering,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Secretariat & Private Office,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Senior Lecturer,46296,48149,WOME Production,1,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Reporting and Controls,1,Finance
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B1,57000,72907,Training Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Legal Support Officer,2,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Teaching Advice/Inspection,0.8,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Statistics,1,Statisticians
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Head of Department 3,55849,58083,Teaching,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Safety Management,6,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B2,48421,60130,Administrative Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Legal Support Officer,1,Other
Ministry of Defence,Ministry of Defence,Army,1167535,B2,48421,60130,Technical [Trades],1,Science and Engineering
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2,48421,60130,Training Support,4,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Senior Lecturer,46296,48149,Training Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Salvage and Marine Operations,3,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B2,48421,60130,Audit and Assurance,3,Internal Audit
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,B2,48421,60130,Assistant Head,4,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,B2 MSF,48421,60130,Security Policy,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,B2 MSF,48421,60130,Business Management,2,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Lecturer PCSPS New Contract,29258,36333,Teaching,9,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Science & Engineering policy,4,Science and Engineering
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B2,48421,60130,Building Surveying,1,Property and asset management
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,OF5,83205,91466,Assistant Head,1,Military
Ministry of Defence,Ministry of Defence,Army,1167535,B2 MSF,48421,60130,Service HR Expert,2,Human Resources
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Administrative Support,4,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Head of Department 4,62881,65396,Teaching,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Secretariat & Private Office,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B2,48421,60130,Business Management,8,Operational Delivery
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Business Manager,1,Planning
Ministry of Defence,Ministry of Defence,Army,1167535,Basic Skills Tutor,21588,45000,Teaching,32.08,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,AeroEng(Aero/Struct/Mech),3,Science and Engineering
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Chef 1/Chief Cook 1,18554,22345,Soft Facilities Management,1,Property and asset management
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Security Policy,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B2,48421,60130,Commercial Operations,7.94,Procurement
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Engineering and Science,3,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,Basic Skills Tutor,21588,45000,Training Support,0.94,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Afloat Support,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Chef 2/Chief Cook 2,18554,22345,Soft Facilities Management,1,Property and asset management
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Senior Ownership,1,Internal Audit
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B2,48421,60130,Commercial Strategy,1,Procurement
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C1,36004,44711,Security Policy,8,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,BM AFCO,62282,62282,Business Management,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Business Management,37.91,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,Fast Stream Grade Band C1,36004,44711,Business Management,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Statistics,1,Statisticians
Ministry of Defence,Ministry of Defence,Defence Infrastructure Organisation,26677,B2,48421,60130,Communication Planning,2,Communications
Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,5654,C2,29551,36696,Security Policy,4,Policy
Ministry of Defence,Ministry of Defence,Army,1167535,BM AFCO,62282,62282,Fire Service,4,Operational Delivery
Ministry of Defence,Ministry of Defence,Navy Command,1105340,C1,36004,44711,Civilian Training,1,Operational Delivery
Ministry of Defence,Ministry of Defence,Royal Air Force Air Command,1017733,TUPE General,11352,60000,Knowledge Info Management,1,Knowledge and Information Management (KIM)
Ministry of Defence,Ministry of Defence,Defence Equipment and Support,9000,B1,57000,72907,Systems Engineering,4,Science and Engineering
