Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
3BF01,Charles Montgomery,SCS3,Director General of Border Force,"Responsible for the delivery of the strategic aims of Border Force; the strengthening of the UK’s security through strong border controls, protecting the country from illegal immigration, organised crime and terrorism",Home Office,Home Office,BF Director General,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,4PO01,780000,1,140000,144999,Operational Delivery,,1
2CS14,Richard Clarke,SCS2,"Director, Digital Services at the Border",Digital Services at the Border is an ambitious programme delivering transformational technology and business change to support user needs and business transformation for transactions at the border,Home Office,Home Office,BF Border Systems Prog,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3BF01,290000,1,85000,89999,Operational Delivery,,1
2BF03,Philip Duffy,SCS2,"Chief Operating Officer, Border Force",The Chief Operating Officer will be accountable to the Director General Border Force for the overall performance of the Border Force and will be responsible for ensuring achievement of the goals and outcomes agreed with Ministers,Home Office,Home Office,Border Force Operations,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3BF01,240000,1,95000,99999,Operational Delivery,,1
2BF05,N/D,SCS1,"Director, Border Systems Improvement","Accountable for leading the delivery of technology enabled business change, ensuring Border Force becomes a 21st century public sector service that is digital by default. This includes overseeing a comprehensive portfolio of programmes",Home Office,Home Office,BF Strategy & Change,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3BF01,2390000,1,0,0,Operational Delivery,,1
1CS50,N/D,SCS1,Service Director Digital Services at the Border,Service Director Digital Services at the Border,Home Office,Home Office,BF Border Systems Prog,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2BF05,700000,1,0,0,Operational Delivery,,1
1BF28,N/D,SCS1,Stategy & Change,To manage Strategy & Change,Home Office,Home Office,BF Strategy & Change,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,3BF01,1250000,1,0,0,Operational Delivery,,1
1BF23,N/D,SCS1,"Deputy Director Strategy, Planning & Operational Policy","Responsible for developing new strategies for Border Force, deciding on direction, resourcing and implementation, and working closely with the Deputy Director for Programmes and Planning to ensure strategy is translated into delivery through programmes and business plans. The post holder also leads the operational policy function.",Home Office,Home Office,BF Strategy & Change,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,1BF28,1900000,1,0,0,Operational Delivery,,1
1BF22,N/D,SCS1,Deputy Director Digital Permissions,"Responsible for the development and delivery of the Digital Permissions Programme with the objective considering the potential to digitise, where appropriate, processes related to visas and other forms of permissions",Home Office,Home Office,BF Border Systems Prog,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2BF05,0,1,0,0,Operational Delivery,"1BF22 does not manage staff, so 1BF22 salary costs included in 2BF05",1
1BF21,N/D,SCS1,"Deputy Director, Transformation & Change","Border Force Transformation Director responsible for managing a portfolio of programmes and projects which, in aggregate, will deliver the change required to achieve organisation's strategic objectives",Home Office,Home Office,BF Border Systems Prog,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,1BF28,2430000,1,0,0,Operational Delivery,,1
1BF20,N/D,SCS1,Head of Operational Assurance,Operational Assurance Directorate will provide objective second line assurance of Border Force operational activity through the development and implementation of new assurance standards and a risk-based assurance and testing regime,Home Office,Home Office,Border Force Operations,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2BF03,1670000,1,0,0,Operational Delivery,,1
1BF18,N/D,SCS1,Head of Intelligence,"To effectively and efficiently manage all intelligence received, internally or externally, related to Border Force",Home Office,Home Office,Border Force Operations,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2BF03,24010000,1,0,0,Operational Delivery,,1
